,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
2380,이름없는파스타,"
3.4
",서울특별시 성북구 동소문로20다길 33,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/FzLOsETzGTPc
2381,성북동 빵공장,"
3.3
",서울특별시 성북구 대사관로 40,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/wDS7Lwp-AOTm
2382,성북동디너쑈,"
3.3
",서울특별시 성북구 창경궁로43길 6,"
퓨전 한식
",2만원-3만원,https://www.mangoplate.com//restaurants/Z8qff1O7AJ
2383,금왕돈까스,"
3.3
",서울특별시 성북구 성북로 138,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/4hILlPd0cD
2384,등촌샤브칼국수,"
3.3
",서울특별시 성북구 개운사길 11,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/-c8q-BgfQC
2385,백소정,"
3.3
",서울특별시 성북구 개운사길 30 2F,"
정통 일식 / 일반 일식
",만원 미만,https://www.mangoplate.com//restaurants/nDFHyhaj2GMH
2386,벤베누토,"
3.2
",서울특별시 성북구 동소문로20나길 39,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/M8Swy2pgSwjx
2387,스시산,"
3.2
",서울특별시 성북구 성북로 19,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/1QqGemMP4BE1
2388,모던바이츠,"
3.2
",서울특별시 성북구 보문로32길 69 마곡헤리움1차 118호,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/59TPSQWuHYEG
2389,나카노라멘,"
3.2
",서울특별시 성북구 동소문로24길 27,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/xjx0vguo5mdm
2390,상미규카츠,"
3.2
",서울특별시 성북구 동소문로20길 39,"
정통 일식 / 일반 일식
",만원 미만,https://www.mangoplate.com//restaurants/NfLMMhpgwJOk
2391,온달왕돈까스,"
3.1
",서울특별시 성북구 동소문로20가길 4,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/UmHTQryVdE
2392,옥두헌손두부가,"
2.9
",서울특별시 성북구 개운사길 18,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/46Xk3PDrKT
2393,김만희분식,"
2.6
",서울특별시 성북구 오패산로4길 37,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/FTTB22NM00_d
2394,봉파레트,최신 버전 앱,서울특별시 성북구 성북로 57-1,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/WSFLnwvKS0
2395,이립스,"
                              4.6
                            ",서울특별시 성북구 인촌로7길 84-7,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/VgHamrzt9wcj
2396,소마,최신 버전 앱,서울특별시 성북구 성북로 89-1 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/W_I7ppMiPuBl
2397,동병상련,"
                              4.7
                            ",서울특별시 성북구 정릉로10길 42-6,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/FEPbvDw4Co
2398,카페잇,최신 버전 앱,서울특별시 성북구 장월로1길 66,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/5p8t64TxYc
2399,숙수도가,최신 버전 앱,서울특별시 성북구 동소문로17길 28,"
고기 요리
",3만원-4만원,https://www.mangoplate.com//restaurants/iTWG1WM_Hn05
2400,세이류,"
4.7
",서울특별시 송파구 올림픽로35가길 9 B1 B35호,"
정통 일식 / 일반 일식
",4만원 이상,https://www.mangoplate.com//restaurants/R1Nzfed1UHqa
2401,레브어,"
4.7
",서울특별시 송파구 백제고분로45길 6 1F,"
프랑스 음식
",2만원-3만원,https://www.mangoplate.com//restaurants/yy0VPDhV7mw7
2402,엘리스리틀이태리,"
4.6
",서울특별시 송파구 백제고분로41길 43-21 SANDONG빌딩,"
기타 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/vI2c9_tWVwoc
2403,차만다,"
4.6
",서울특별시 송파구 오금로18길 6 106호,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/Br4jEi-pqzqz
2404,오향가,"
4.6
",서울특별시 송파구 송이로 106,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/IGPyzMELa6
2405,디저티스트,"
4.6
",서울특별시 송파구 송파대로48길 37 호수임광아파트 상가동 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/KCcUzsJWALdw
2406,스시작,"
4.6
",서울특별시 송파구 양재대로71길 13,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/JaBcDxtQ4Fsl
2407,더마칸,"
4.6
",서울특별시 송파구 올림픽로32길 37-4 1F,"
다국적 아시아 음식
",만원-2만원,https://www.mangoplate.com//restaurants/PAVVg2WfDd9d
2408,오레노라멘,"
4.5
",서울특별시 송파구 백제고분로45길 17-3,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/3hBVUKv8fj2M
2409,콰이어트 크림티,"
4.5
",서울특별시 송파구 삼전로12길 7,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/dPMQH4nlqZXc
2410,하얼빈양꼬치,"
4.5
",서울특별시 송파구 백제고분로17길 45 1F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/JyVLCx6S6-
2411,라미아파밀리아,"
4.5
",서울특별시 송파구 백제고분로18길 5,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/K72n2CbmYubj
2412,뉴질랜드스토리,"
4.4
",서울특별시 송파구 석촌호수로 268,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/H6EKPX1ASO
2413,한아람정육식당,"
4.4
",서울특별시 송파구 위례성대로 34 지산빌딩 2F,"
고기 요리
",3만원-4만원,https://www.mangoplate.com//restaurants/6uwqywv4T8
2414,몽중헌,"
4.4
",서울특별시 송파구 위례성대로 10 S타워 20-21F,"
정통 중식 / 일반 중식
",3만원-4만원,https://www.mangoplate.com//restaurants/n4N6o-A4zE
2415,미엔아이,"
4.4
",서울특별시 송파구 오금로16길 5 1F,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/ztTTr81jaBm7
2416,모터시티,"
4.4
",서울특별시 송파구 백제고분로45길 17-3 2F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/n7UTzGp2eTu8
2417,파오파오,"
4.4
",서울특별시 송파구 석촌호수로12길 22,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/qJU5J5hrxX
2418,정라멘,"
4.4
",서울특별시 송파구 삼전로12길 7,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/fg2cZBaPaEgv
2419,비채나,"
4.4
",서울특별시 송파구 올림픽로 300 롯데월드타워 81F,"
한정식 / 백반 / 정통 한식
",4만원 이상,https://www.mangoplate.com//restaurants/cLELTgFyY3nZ
2420,부일갈매기,"
4.4
",서울특별시 송파구 삼전로13길 4,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/RmWnk3N282
2421,알라딘의양고기,"
4.4
",서울특별시 송파구 백제고분로7길 42-16,"
기타 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/QHuJWAVoYo
2422,밀각,"
4.4
",서울특별시 송파구 송파대로28길 27 성원쌍떼빌101동 116호,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/ZpE60fZcfqLK
2423,자몽하다,"
4.4
",서울특별시 송파구 백제고분로 438,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/cnWxRB1twbDy
2424,이치고,"
4.4
",서울특별시 송파구 백제고분로11길 6-7 1F,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/f9Y2khRVShoF
2425,멘야하나비,"
4.3
",서울특별시 송파구 백제고분로45길 38,"
라멘 / 소바 / 우동
",만원-2만원,https://www.mangoplate.com//restaurants/sjYASRfuDxKr
2426,바베네,"
4.3
",서울특별시 송파구 백제고분로41길 42-11 1F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/YnDLhi_cWfgz
2427,그리지하우스,"
4.3
",서울특별시 송파구 백제고분로41길 43-17,"
스테이크 / 바베큐
",만원-2만원,https://www.mangoplate.com//restaurants/emXSlMxnQh
2428,봉피양,"
4.3
",서울특별시 송파구 양재대로71길 1-4,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/X2oyP4U6-a
2429,옥인피자,"
4.3
",서울특별시 송파구 올림픽로 300 롯데월드몰 5F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/c-BO2-JZg1
2430,다운타우너,"
4.3
",서울특별시 송파구 백제고분로45길 3 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/-jjalqkpiLPa
2431,야끼소바니주마루,"
4.3
",서울특별시 송파구 백제고분로41길 21,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/Hps9zhInl69-
2432,바토스,"
4.3
",서울특별시 송파구 올림픽로 240,"
남미 음식
",만원-2만원,https://www.mangoplate.com//restaurants/EVh4TgJsb5
2433,옥돌현옥,"
4.3
",서울특별시 송파구 오금로36길 26-1,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/4mrNxgid7sFL
2434,신양로스터스,"
4.3
",서울특별시 송파구 오금로18길 3,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/XV5xkvKoJFIi
2435,도요스6가,"
4.3
",서울특별시 송파구 백제고분로45길 40 트윈레이크팰리스,"
돈부리 / 일본 카레 / 벤토
",만원-2만원,https://www.mangoplate.com//restaurants/57TuVVpqv8CO
2436,할머니포장마차멸치국수,"
4.3
",서울특별시 송파구 오금로11길 59,"
전통 주점 / 포차
",만원-2만원,https://www.mangoplate.com//restaurants/PX7RWNtD9w
2437,육화식당,"
4.3
",서울특별시 송파구 올림픽로32길 29 유성빌딩,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/wfpZhXSq5J2l
2438,송파감자국,"
4.3
",서울특별시 송파구 가락로 82 영신빌딩 1F,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/ehu_l-tXKl
2439,옥기린,"
4.3
",서울특별시 송파구 백제고분로7길 16-3 1F,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/jKAVOQNYodVy
2440,브로버거,"
4.3
",서울특별시 송파구 위례성대로20길 22 정남빌딩 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/YRyBl6OV5ay8
2441,오징어세상,"
4.3
",서울특별시 송파구 백제고분로9길 42 1F,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/m-Ed11yxur
2442,코끼리 the salad cafe,"
4.3
",서울특별시 송파구 송파대로37길 92 1F,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/E0GFxKj0qQMg
2443,타코비&치즈볼,"
4.3
",서울특별시 송파구 석촌호수로 58 동신빌딩 1F,"
철판 요리
",만원 미만,https://www.mangoplate.com//restaurants/L2wfn9aVMKPI
2444,잠수교집,"
4.3
",서울특별시 송파구 송파대로49길 51,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/EL7KF5Pi1SfG
2445,조용,"
4.3
",서울특별시 송파구 위례성대로18길 31-8 1F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/R-dILVz4J0m5
2446,안재식당,"
4.3
",서울특별시 송파구 삼전로9길 5-2,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/SukoZoYh0p6p
2447,코스모스시,"
4.2
",서울특별시 송파구 삼전로7길 15,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/S8V0useyH0QU
2448,오린지,"
4.2
",서울특별시 송파구 송파대로48길 19,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Yuhf0XMAoC03
2449,스타쉐프 바이 후남,"
4.2
",서울특별시 송파구 위례성대로 134 한스빌딩 5F,"
퓨전 양식
",3만원-4만원,https://www.mangoplate.com//restaurants/zOJmXfdc-0ao
2450,뷰클랜드,"
4.2
",서울특별시 송파구 백제고분로43길 10,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/-CD30XiIxc0s
2451,갓잇,"
4.2
",서울특별시 송파구 백제고분로45길 4-14,"
남미 음식
",만원 미만,https://www.mangoplate.com//restaurants/dfDGrM_Gt5sO
2452,살롱드쥬,"
4.2
",서울특별시 송파구 위례성대로12길 4 으뜸빌딩 1F,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/w8P6UYE5oDAP
2453,브럭시,"
4.2
",서울특별시 송파구 올림픽로 300 롯데월드몰 B1,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/WL6Rkaz88Zmy
2454,차고버거,"
4.2
",서울특별시 송파구 오금로11길 61-11 엘엠오오피스텔 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/o-3WeuB_EcAF
2455,송계옥,"
4.2
",서울특별시 송파구 올림픽로32길 38 103-104호,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/MQH6EBR6h8vQ
2456,포숑,"
4.2
",서울특별시 송파구 올림픽로 300 롯데월드몰 1F,"
프랑스 음식
",2만원-3만원,https://www.mangoplate.com//restaurants/P5oG5qGQgWa5
2457,오키나와블루,"
4.2
",서울특별시 송파구 오금로17길 7,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/VlcE2kSNoELH
2458,츠쿠모,"
4.2
",서울특별시 송파구 올림픽로32길 58 1F,"
돈부리 / 일본 카레 / 벤토
",만원-2만원,https://www.mangoplate.com//restaurants/e25D3FrOAs9N
2459,수망,"
4.2
",서울특별시 송파구 가락로19길 6 1F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/lpb5xZb3NHE4
2460,온달수산,"
4.2
",서울특별시 송파구 양재대로 932 농수산물도매시장,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/32oIwNkHIm
2461,버터램,"
4.2
",서울특별시 송파구 충민로 81-9 1F,"
기타 중식
",3만원-4만원,https://www.mangoplate.com//restaurants/YVb9ayoHGatZ
2462,해주찹쌀순대,"
4.2
",서울특별시 송파구 올림픽로12길 28,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/lh1FOMT0A8
2463,정목누룽지백숙,"
4.2
",서울특별시 송파구 위례성대로12길 11,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/OgQVIAit2YBW
2464,황산냉면,"
4.2
",서울특별시 송파구 가락로 257,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/bspgaNW1EOEj
2465,공룡떡볶이,"
4.2
",서울특별시 송파구 올림픽로32길 36,"
기타 한식
",,https://www.mangoplate.com//restaurants/Dric0jkLu8
2466,흥도식당,"
4.2
",서울특별시 송파구 법원로 114 엠스테이트 B동 B1 155-1호,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/6kf24WCninDE
2467,서두산딤섬만두,"
4.1
",서울특별시 송파구 올림픽로32길 52,"
딤섬 / 만두
",만원 미만,https://www.mangoplate.com//restaurants/GC-gEOzpXS58
2468,별미곱창,"
4.1
",서울특별시 송파구 올림픽로32길 22,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/P5OfZLHFHF
2469,유원설렁탕,"
4.1
",서울특별시 송파구 삼전로 90,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/K3pW4r43G8
2470,큐스시,"
4.1
",서울특별시 송파구 양재대로72길 17,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/73oprrduh0
2471,소담정,"
4.1
",서울특별시 송파구 올림픽로32길 22-22,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/y3V_EypZ5ECd
2472,니꾸바시야,"
4.1
",서울특별시 송파구 올림픽로32길 45 103호,"
기타 일식
",3만원-4만원,https://www.mangoplate.com//restaurants/l6I9MqrfkChr
2473,스시다원,"
4.1
",서울특별시 송파구 삼전로12길 6 1F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/yahqCovsJGoG
2474,파티세리김영모,"
4.1
",서울특별시 송파구 올림픽로 300,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/NI6PbBUeYs
2475,청화초밥,"
4.1
",서울특별시 송파구 올림픽로32길 41,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/Pp2asSMMQwcf
2476,라오빠빠,"
4.1
",서울특별시 송파구 송이로17길 57,"
퓨전 중식
",만원-2만원,https://www.mangoplate.com//restaurants/LVixjKB0N9TZ
2477,팀호완,"
4.1
",서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 2F,"
딤섬 / 만두
",만원-2만원,https://www.mangoplate.com//restaurants/rs2l3jwk3yzh
2478,라이언하트,"
4.1
",서울특별시 송파구 석촌호수로 284 B 104호,"
칵테일 / 와인
",2만원-3만원,https://www.mangoplate.com//restaurants/DrAglGTkfBY0
2479,가일,"
4.1
",서울특별시 송파구 오금로11길 61-17,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/dhJ4DJyC5q
2480,도림,"
4.1
",서울특별시 송파구 올림픽로 240 32F,"
정통 중식 / 일반 중식
",3만원-4만원,https://www.mangoplate.com//restaurants/H20ANdHUFr
2481,방이샤브샤브칼국수,"
4.1
",서울특별시 송파구 오금로31길 42,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/Vt5DL-BRC5
2482,라뿔,"
4.1
",서울특별시 송파구 백제고분로43길 7,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/62elqYKWWPVK
2483,카페페퍼,"
4.1
",서울특별시 송파구 백제고분로45길 12,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/af91U17jWlzv
2484,피제리아다븟,"
4.1
",서울특별시 송파구 백제고분로36길 30 1F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/T2Dt8XC6dn5g
2485,공주떡집,"
4.1
",서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 B1,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/emGjelWxviVO
2486,산들해,"
4.1
",서울특별시 송파구 위례성대로 6,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/5jJOBBcLv4
2487,사사노하,"
4.1
",서울특별시 송파구 백제고분로42길 4-13,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/LtdiLHvsZXJr
2488,신천샤브칼국수,"
4.1
",서울특별시 송파구 백제고분로7길 33 2F,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/lcNwW86Hls
2489,용기수산,"
4.1
",서울특별시 송파구 양재대로 932,"
해산물 요리
",3만원-4만원,https://www.mangoplate.com//restaurants/0TK-6dYu_gjI
2490,베테랑칼국수,"
4.1
",서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 B1,만원 미만,유료주차 가능 ,https://www.mangoplate.com//restaurants/MYFC3zUoYg-2
2491,엄지손칼국수,"
4.1
",서울특별시 송파구 가락로28길 15,"
국수 / 면 요리
",,https://www.mangoplate.com//restaurants/LB939Xp8PH
2492,촙촙,"
4.1
",서울특별시 송파구 올림픽로 300 롯데월드타워앤롯데월드몰 B1,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/DPoaAgfqScmb
2493,홍코너,"
4.1
",서울특별시 송파구 석촌호수로12길 23 1F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/72ERZX8gFA
2494,프레드릭베이커리,"
4.0
",서울특별시 송파구 오금로 137,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/1e0sA2e8T64j
2495,피에프창,"
4.0
",서울특별시 송파구 올림픽로 300 롯데월드몰 캐쥬얼동 5F,"
퓨전 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/KlIWBdB0Jw
2496,단디,"
4.0
",서울특별시 송파구 백제고분로45길 7,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/HySGClEDoTf8
2497,얼터너티브,"
4.0
",서울특별시 송파구 백제고분로46길 26-1,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/5tMP44aXiA34
2498,라세느,"
4.0
",서울특별시 송파구 올림픽로 240 롯데호텔월드 2F,"
뷔페
",4만원 이상,https://www.mangoplate.com//restaurants/ttYAw6tpj6
2499,콩당콩당,"
4.0
",서울특별시 송파구 올림픽로4길 17 아시아선수촌아파트 C상가 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Qp62DG4Icilv
2500,함경도찹쌀순대,"
4.0
",서울특별시 송파구 송파대로28길 32,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/xNYy1JKe-6
2501,오로라경양식,"
4.0
",서울특별시 송파구 백제고분로39길 33,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/Y0xtXbEgiQ4d
2502,소미연,"
4.0
",서울특별시 송파구 가락로 100,"
정통 중식 / 일반 중식
","


자장면
6,000원


삼선짬뽕
8,500원


고기짬뽕
9,000원


탕수육
16,000원


빨간굴짬뽐
9,000원


",https://www.mangoplate.com//restaurants/aJpkhg5J8g
2503,육분삼십,"
4.0
",서울특별시 송파구 위례성대로16길 25 금양빌딩 1F,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/3-6X2rdMrTFE
2504,부부횟집,"
4.0
",서울특별시 송파구 오금로18길 4,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/G0JDxLuKFr
2505,포유티,"
4.0
",서울특별시 송파구 위례성대로18길 28-13,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/GjpkTNLb_AeP
2506,오스테리아세콘디,"
4.0
",서울특별시 송파구 백제고분로42길 4,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/BkAe_55mbnya
2507,이경진우렁쌈밥정식,"
4.0
",서울특별시 송파구 중대로 310,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/H9B75P0dmy
2508,개군할머니토종순대국,"
4.0
",서울특별시 송파구 양재대로71길 16,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/1sDuKZHGRcoo
2509,라미옥,"
4.0
",서울특별시 송파구 위례성대로 114 1F,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/W3-Jj9ZUJC2z
2510,을밀대,"
4.0
",서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 11F,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/ffCEH9iqVBTl
2511,브루클린더버거조인트,"
4.0
",서울특별시 송파구 올림픽로 300 롯데월드몰 3F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/6jo7SUblcKGI
2512,춘향골남원추어탕,"
4.0
",서울특별시 송파구 위례성대로22길 18 이시돌빌딩,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/MyBZlKHI49
2513,파스퇴르 밀크바,"
4.0
",서울특별시 송파구 올림픽로 240 롯데백화점잠실점 B1,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/D2oQjNqVL_vs
2514,오쓰세이로무시,"
4.0
",서울특별시 송파구 백제고분로45길 30,"
정통 일식 / 일반 일식
",2만원-3만원,https://www.mangoplate.com//restaurants/jFlAYL14LLNG
2515,홍팥집,"
4.0
",서울특별시 송파구 성내천로 77,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/E32rbkEZcG
2516,바삭한식당,"
4.0
",서울특별시 송파구 오금로29길 3,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/xq3eoWNxIMX0
2517,이낙근찹쌀떡베이커리,"
4.0
",서울특별시 송파구 중대로 316,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/Ib_KUM-qYuo9
2518,수수앤핫커리핫도그,"
4.0
",서울특별시 송파구 백제고분로28길 10,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/PcuTZwSLmoeg
2519,무국적 식당 주철,"
4.0
",서울특별시 송파구 송파대로 167 테라타워1 A동 121호,"
일반 주점
",2만원-3만원,https://www.mangoplate.com//restaurants/VHcrN4lQMvLV
2520,그릴210버거,"
4.0
",서울특별시 송파구 백제고분로 393 황제빌딩 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/kzF8HtXmDhZ_
2521,파티세리도효,"
3.9
",서울특별시 송파구 오금로16길 10 목연빌딩 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/-MY9eyri5PU2
2522,이월로스터스,"
3.9
",서울특별시 송파구 백제고분로45길 14,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/cP3Eq-mUKf9e
2523,스시산,"
3.9
",서울특별시 송파구 석촌호수로 118 잠실청호빌딩 2F,"
정통 일식 / 일반 일식
",4만원 이상,https://www.mangoplate.com//restaurants/JDCsMvL3X5
2524,모토쿠라시,"
3.9
",서울특별시 송파구 백제고분로41길 27 202호,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/-NshQhMCGKUd
2525,조광 201,"
3.9
",서울특별시 송파구 새말로8길 13 2F,"
일반 주점
",만원-2만원,https://www.mangoplate.com//restaurants/C4CsfE09MAwn
2526,트레스드,"
3.9
",서울특별시 송파구 백제고분로15길 50 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/PXQ_6PMjrpVl
2527,팔각동(휴업중),"
3.9
",서울특별시 송파구 오금로17길 6 1F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/qqAqfSiI0BwK
2528,송쉐프,"
3.9
",서울특별시 송파구 백제고분로 357,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/qjqKnjRKJh54
2529,미타우동,"
3.9
",서울특별시 송파구 삼전로12길 4,"
라멘 / 소바 / 우동
",만원-2만원,https://www.mangoplate.com//restaurants/CuLM5NfbVtXE
2530,르빵,"
3.9
",서울특별시 송파구 백제고분로41길 12,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/yMqkgBjHH7
2531,스시야츠,"
3.9
",서울특별시 송파구 법원로 128 sk v1 gl메트로시티 B동 132-1호,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/f6biJKOXvyuO
2532,피치그레이,"
3.9
",서울특별시 송파구 가락로21길 14-1 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/fB8bJy-xoMxv
2533,도삭면공방,"
3.9
",서울특별시 송파구 백제고분로7길 8-12,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/S_Nu2odL9so9
2534,라멘쨩,"
3.9
",서울특별시 송파구 올림픽로35길 112 장미종합상가B동 B1 6호,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/z2kfP6yR1ILm
2535,냠냠물고기,"
3.9
",서울특별시 송파구 송파대로30길 41-21,"
회 / 스시
",3만원-4만원,https://www.mangoplate.com//restaurants/OGuHCKX5zJaB
2536,사카바게라게라,"
3.9
",서울특별시 송파구 백제고분로21길 15,"
기타 일식
",3만원-4만원,https://www.mangoplate.com//restaurants/PS0zk1W_A_mY
