,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
0,알라프리마,"
4.8
",서울특별시 강남구 학동로17길 13 1F,"
이탈리안
",4만원 이상,https://www.mangoplate.com//restaurants/ByuIW33rXc
1,미라이,"
4.8
",서울특별시 강남구 논현로153길 24 끌레르빌 1F,"
이자카야 / 오뎅 / 꼬치
",3만원-4만원,https://www.mangoplate.com//restaurants/iMRRP69qtkeO
2,시라카와,"
4.8
",서울특별시 강남구 선릉로161길 7 1F,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/9EVyzauilukl
3,가디록,"
4.8
",서울특별시 강남구 도산대로45길 18-4 2F,"
이탈리안
",4만원 이상,https://www.mangoplate.com//restaurants/ol9BImtmnFqo
4,맛짱조개,"
4.8
",서울특별시 강남구 언주로136길 10,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/4hAcTcdILi
5,스시카나에,"
4.7
",서울특별시 강남구 도산대로75길 15 노노빌딩 2F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/UjiK7BUxljkP
6,파씨오네,"
4.7
",서울특별시 강남구 언주로164길 39,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/mfwd78vEtS
7,로바타탄요,"
4.7
",서울특별시 강남구 압구정로28길 49 109호,"
정통 일식 / 일반 일식
",2만원-3만원,https://www.mangoplate.com//restaurants/AIodGGqVRYId
8,인딕 슬로우,"
4.7
",서울특별시 강남구 압구정로4길 13 1F,"
인도 음식
",만원-2만원,https://www.mangoplate.com//restaurants/m16fiU1vHZhd
9,삐아프,"
4.7
",서울특별시 강남구 압구정로4길 27-3,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/QxTRZZv3Dl
10,일리조,"
4.7
",서울특별시 강남구 압구정로42길 23 1F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/ewTZ9Le7U54q
11,신비갈비살,"
4.7
",서울특별시 강남구 강남대로158길 15 1F,"
고기 요리
",3만원-4만원,https://www.mangoplate.com//restaurants/-EDDtVfafvaS
12,레스토랑오와이,"
4.7
",서울특별시 강남구 선릉로148길 48-12 B1,"
패밀리 레스토랑
",4만원 이상,https://www.mangoplate.com//restaurants/1v6eP2VN2mVS
13,상석,"
4.7
",서울특별시 강남구 논현로159길 15,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/cjqgzp6dKlZF
14,BISTROT de YOUNTVILLE,"
4.6
",서울특별시 강남구 선릉로158길 13-7 이안빌딩 1F,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/koJ-1vE9dB
15,이치에,"
4.6
",서울특별시 강남구 선릉로155길 23-3 2F,"
이자카야 / 오뎅 / 꼬치
",4만원 이상,https://www.mangoplate.com//restaurants/BJk2Z6emjA
16,와라야키 쿠이신보,"
4.6
",서울특별시 강남구 도산대로15길 6 대화빌딩,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/jiQPoOdNDqQc
17,콴안다오,"
4.6
",서울특별시 강남구 강남대로156길 28-2 1F,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/2_sFMbsZC9HC
18,가담,"
4.6
",서울특별시 강남구 언주로167길 35 옥산빌딩,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/B8CzA6i9Bb8Z
19,껠끄쇼즈,"
4.6
",서울특별시 강남구 도곡로70길 5,만원 미만,주차공간없음 ,https://www.mangoplate.com//restaurants/vcheyGIxPJ9D
20,스시키,"
4.6
",서울특별시 강남구 선릉로107길 3-4 운경빌딩 1F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/ugq5zpw24LjX
21,농민백암왕순대,"
4.6
",서울특별시 강남구 역삼로3길 20-4,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/vnc0i7l-fd
22,있을재,"
4.6
",서울특별시 강남구 언주로168길 19,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/9bPHIBweuuKz
23,가온,"
4.6
",서울특별시 강남구 도산대로 317 호림아트센터 MF,"
한정식 / 백반 / 정통 한식
",4만원 이상,https://www.mangoplate.com//restaurants/pTPRkiV93E
24,슬로우치즈,"
4.6
",서울특별시 강남구 삼성로145길 13,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/TmKdK3zz6fQs
25,소이연남마오,"
4.6
",서울특별시 강남구 도산대로53길 30,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/IxPgfbX7wag7
26,와려,"
4.6
",서울특별시 강남구 테헤란로98길 28 2F 2호,"
정통 일식 / 일반 일식
",4만원 이상,https://www.mangoplate.com//restaurants/3WdTi8o_WwC-
27,코슌,"
4.6
",서울특별시 강남구 언주로153길 14 2F,"
이자카야 / 오뎅 / 꼬치
",4만원 이상,https://www.mangoplate.com//restaurants/HmA2OLXpsoT_
28,스시 시미즈,"
4.6
",서울특별시 강남구 언주로152길 11-3 B1,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/lekDtZkiY1Cy
29,매덕스피자,"
4.6
",서울특별시 강남구 도산대로15길 11 1F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/dbZtB1usggE2
30,켄,"
4.6
",서울특별시 강남구 언주로152길 15-3 2F,"
정통 일식 / 일반 일식
",4만원 이상,https://www.mangoplate.com//restaurants/TznMMYOSqMQK
31,쎄쎄종,"
4.6
",서울특별시 강남구 언주로146길 39 주영빌딩 1F,만원 미만,주차공간없음 ,https://www.mangoplate.com//restaurants/faOJKeUy00Yt
32,영동민물장어,"
4.6
",서울특별시 강남구 언주로148길 8 B1,"
해산물 요리
",4만원 이상,https://www.mangoplate.com//restaurants/QdnZnky2HnMJ
33,쇼토,"
4.6
",서울특별시 강남구 압구정로18길 14-6 1F,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/dElK7hRQymUE
34,키겐,"
4.6
",서울특별시 강남구 언주로150길 51 B1,"
기타 일식
",2만원-3만원,https://www.mangoplate.com//restaurants/eEMujXaKYLRJ
35,비플레이트 바이 브라운브레드,"
4.6
",서울특별시 강남구 논현로24길 41,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/KyJsLQGd64
36,호루몬규상,"
4.6
",서울특별시 강남구 언주로148길 14 다동 103호,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/S2ukxlPLTf_J
37,왕스덕,"
4.6
",서울특별시 강남구 도산대로 130 하림타워 B1,"
정통 중식 / 일반 중식
",3만원-4만원,https://www.mangoplate.com//restaurants/5h2OL8a5GlY_
38,야키토리묵,"
4.6
",서울특별시 강남구 강남대로152길 23 B1,"
이자카야 / 오뎅 / 꼬치
",3만원-4만원,https://www.mangoplate.com//restaurants/KWAbqJTAHmb-
39,호별관,"
4.6
",서울특별시 강남구 논현로114길 22 1F,"
돈부리 / 일본 카레 / 벤토
",2만원-3만원,https://www.mangoplate.com//restaurants/4MRu9Jsi1dxk
40,신사치킨클럽,"
4.6
",서울특별시 강남구 강남대로162길 40 1F,"
다국적 아시아 음식
",만원-2만원,https://www.mangoplate.com//restaurants/55JxAje9n9K9
41,Ebt,"
4.6
",서울특별시 강남구 테헤란로87길 58 코엑스 B I103호,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/AyN4Yh_JmLBE
42,꼼다비뛰드,"
4.5
",서울특별시 강남구 강남대로110길 62,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/DM2xUaLRreaa
43,톡톡,"
4.5
",서울특별시 강남구 학동로97길 41  리유빌딩 3F,"
이탈리안
",4만원 이상,https://www.mangoplate.com//restaurants/MIGi8MXfr_
44,진미평양냉면,"
4.5
",서울특별시 강남구 학동로 305-3,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/cTAy9QS_J5cl
45,중앙해장,"
4.5
",서울특별시 강남구 영동대로86길 17 육인빌딩,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/phK__CKmeq-X
46,길목,"
4.5
",서울특별시 강남구 영동대로129길 10,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Xg0LDOaBhaPX
47,갓포아키,"
4.5
",서울특별시 강남구 도산대로45길 8-3 쿠키빌딩,"
이자카야 / 오뎅 / 꼬치
",3만원-4만원,https://www.mangoplate.com//restaurants/Qmjyzoyz2-
48,젠제로,"
4.5
",서울특별시 강남구 선릉로126길 14 예우빌딩,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/2Tp-I0qkXYwS
49,보트르메종,"
4.5
",서울특별시 강남구 언주로168길 16 청담스퀘어 2F 224호,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/ZO1izBuFxQ
50,칙피스,"
4.5
",서울특별시 강남구 강남대로152길 69,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/wvZeJsW78zwk
51,롸카두들내쉬빌핫치킨,"
4.5
",서울특별시 강남구 언주로164길 35-3,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/U1ONT3T0agK9
52,카츠바이콘반,"
4.5
",서울특별시 강남구 선릉로153길 36,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/aPr-R4FpbnHO
53,새들러하우스,"
4.5
",서울특별시 강남구 도산대로17길 10 B1,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/_lwTLhPuzfky
54,농민백암순대,"
4.5
",서울특별시 강남구 선릉로86길 40-4,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/Ll-IdIOuVv
55,다로베,"
4.5
",서울특별시 강남구 선릉로 757 1F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/hU6UwdjY44RN
56,시고로,"
4.5
",서울특별시 강남구 선릉로146길 27-3 2F,"
퓨전 양식
",만원-2만원,https://www.mangoplate.com//restaurants/FIxoQZOz_01C
57,일무레또,"
4.5
",서울특별시 강남구 논현로157길 33,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/iGIG0xbXGn9Q
58,고트델리,"
4.5
",서울특별시 강남구 선릉로161길 17 1F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/IQRydLKLvciu
59,원스타 올드패션드 햄버거,"
4.5
",서울특별시 강남구 논현로26길 23,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/BQxl590Vix-Y
60,스기타마,"
4.5
",서울특별시 강남구 삼성로147길 8 101호,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/ozzOg8plVu4v
61,제스트,"
4.5
",서울특별시 강남구 도산대로55길 26 하늘빌딩 1F,"
칵테일 / 와인
",만원-2만원,https://www.mangoplate.com//restaurants/8q085g_q1Pu4
62,구들,"
4.5
",서울특별시 강남구 선릉로155길 26,"
일반 주점
",2만원-3만원,https://www.mangoplate.com//restaurants/_BQJGyF3j5aF
63,화이트와인개러지,"
4.5
",서울특별시 강남구 삼성로149길 7 B1,"
칵테일 / 와인
",3만원-4만원,https://www.mangoplate.com//restaurants/XHOrO6_grD4O
64,청우참치,"
4.5
",서울특별시 강남구 강남대로 632,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/YyRGx0QZRZ
65,마이니치라멘,"
4.5
",서울특별시 강남구 봉은사로61길 17 1F,"
라멘 / 소바 / 우동
",만원-2만원,https://www.mangoplate.com//restaurants/07mNqSLRxlGB
66,해목,"
4.5
",서울특별시 강남구 선릉로145길 14,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/Rr3Nn2KvMQd-
67,따띠따띠,"
4.5
",서울특별시 강남구 언주로157길 6 1F,"
퓨전 양식
",만원-2만원,https://www.mangoplate.com//restaurants/4vX65o4FhZqB
68,쏭타이,"
4.5
",서울특별시 강남구 테헤란로39길 51 1F 102호,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/rb3_HpDn7OXJ
69,아스트랄,"
4.5
",서울특별시 강남구 언주로168길 32 2F,3만원-4만원,"

                      식당 홈페이지로 가기
                    
",https://www.mangoplate.com//restaurants/lx7BAVdqCpLm
70,이도,"
4.5
",서울특별시 강남구 논현로75길 7 1F,"
이자카야 / 오뎅 / 꼬치
",3만원-4만원,https://www.mangoplate.com//restaurants/KF2fMgRyP4x4
71,파인앤코,"
4.5
",서울특별시 강남구 선릉로157길 33 B1,"
칵테일 / 와인
",2만원-3만원,https://www.mangoplate.com//restaurants/LLOYfqB42Xi4
72,레호이,"
4.5
",서울특별시 강남구 강남대로162길 21,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/brW_TPUPs2xJ
73,정식당,"
4.4
",서울특별시 강남구 선릉로158길 11 2F,"
퓨전 한식
",4만원 이상,https://www.mangoplate.com//restaurants/KfToFUSQwI
74,리틀앤머치 (휴업중),"
4.4
",서울특별시 강남구 학동로56길 49 성림빌딩 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/apRF6cwY8B
75,비야게레로,"
4.4
",서울특별시 강남구 봉은사로78길 12 101호,"
남미 음식
",만원 미만,https://www.mangoplate.com//restaurants/fPi6OZ3r-u
76,지아니스나폴리,"
4.4
",서울특별시 강남구 논현로94길 15 B1,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/6M3GR-y14f
77,정돈 프리미엄,"
4.4
",서울특별시 강남구 강남대로160길 28,"
까스 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/MyeCz_JlSgan
78,장스테이크,"
4.4
",서울특별시 강남구 압구정로 314 요한빌딩 5F,"
스테이크 / 바베큐
",3만원-4만원,https://www.mangoplate.com//restaurants/j8C1GHD2xA
79,경천애인 2237,"
4.4
",서울특별시 강남구 테헤란로 421,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/mcv53uaozM
80,스시선수,"
4.4
",서울특별시 강남구 도산대로45길 6 호림아트센터 2빌딩,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/P7NK0_5Krz
81,부타이,"
4.4
",서울특별시 강남구 테헤란로88길 22 B1,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/gQUKnpHqDvPM
82,봉밀가,"
4.4
",서울특별시 강남구 선릉로 664,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/kkTSEK1nWp
83,육전식당,"
4.4
",서울특별시 강남구 테헤란로8길 11-4 신도빌딩 1F,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/z-4tCw3TKCKn
84,스시 나미키,"
4.4
",서울특별시 강남구 학동로 338 강남파라곤 S동 1F 103호,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/9TgE3uc7XPc6
85,SOOT,"
4.4
",서울특별시 강남구 도산대로23길 7,"
퓨전 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/aXLEyV46Vtqj
86,삼창교자,"
4.4
",서울특별시 강남구 강남대로156길 33,"
딤섬 / 만두
",만원 미만,https://www.mangoplate.com//restaurants/b7EeHUXUn7rz
87,보타르가,"
4.4
",서울특별시 강남구 언주로170길 16 1F,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/FFEi7Xv1EVal
88,노란상소갈비,"
4.4
",서울특별시 강남구 선릉로131길 22 1F,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/2l52up6B6MvY
89,권숙수,"
4.4
",서울특별시 강남구 언주로170길 27 4F,"
한정식 / 백반 / 정통 한식
",4만원 이상,https://www.mangoplate.com//restaurants/U1VsV7e2K2
90,패티앤베지스,"
4.4
",서울특별시 강남구 압구정로4길 11 1F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/KTpJnBIAAiWK
91,대우부대찌개,"
4.4
",서울특별시 강남구 테헤란로25길 34,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/_vXifqRyzj
92,티톨로,"
4.4
",서울특별시 강남구 선릉로162길 27-3 1F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/8f9vatBlxS46
93,꽁티드툴레아,"
4.4
",서울특별시 강남구 도산대로49길 39 2F,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/0ZwLhf5n-y
94,모터시티,"
4.4
",서울특별시 강남구 테헤란로 142 아크플레이스 어반스코트 1F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/g8HZjdy26NwR
95,임프레션 (휴업중),"
4.4
",서울특별시 강남구 언주로164길 24 5F,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/D9eg-mzX-gqZ
96,페어링룸,"
4.4
",서울특별시 강남구 도산대로81길 14 1F,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/L_01tNvT5H-Y
97,라미띠에,"
4.4
",서울특별시 강남구 언주로153길 7 2F,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/ERutA3IWve
98,테스트키친,"
4.4
",서울특별시 강남구 압구정로46길 67 1F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/d7cFUM0nnYwR
99,르챔버,"
4.4
",서울특별시 강남구 도산대로55길 42 B1,"
칵테일 / 와인
",3만원-4만원,https://www.mangoplate.com//restaurants/r8IRzo2J_y
100,까폼,"
4.4
",서울특별시 강남구 선릉로153길 18 B1,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/gxUqUtrD-IAa
101,페리지,"
4.4
",서울특별시 강남구 봉은사로68길 6-5 1F,만원-2만원,발렛 ,https://www.mangoplate.com//restaurants/pI112Z4JVmBn
102,압구정공주떡집,"
4.4
",서울특별시 강남구 논현로161길 11,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Y5MLo2_mLa
103,익스퀴진,"
4.4
",서울특별시 강남구 삼성로140길 6 라파빌딩,"
닭 / 오리 요리
",4만원 이상,https://www.mangoplate.com//restaurants/nw_km_IuVW9l
104,스시장종현,"
4.4
",서울특별시 강남구 도산대로85길 13 2F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/6zWcFtcofDhX
105,어물전 청,"
4.4
",서울특별시 강남구 도산대로49길 16-7 1F,"
퓨전 한식
",4만원 이상,https://www.mangoplate.com//restaurants/z8XeCpbf-VJb
106,외고집설렁탕,"
4.4
",서울특별시 강남구 선릉로64길 15 알앤텍빌딩 1F,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/5HeqtDuK5R
107,수묵당,"
4.4
",서울특별시 강남구 학동로53길 20,"
퓨전 한식
",4만원 이상,https://www.mangoplate.com//restaurants/1cMNTiXNv4Ai
108,효계,"
4.4
",서울특별시 강남구 도산대로15길 15 1F,"
닭 / 오리 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/7SfQFq6xnAuf
109,하쿠시,"
4.4
",서울특별시 강남구 도산대로16길 6-10,"
정통 일식 / 일반 일식
",4만원 이상,https://www.mangoplate.com//restaurants/NUqGz0WrOowF
110,알라보,"
4.4
",서울특별시 강남구 테헤란로 129 강남N타워 1F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/kGMTZFCk9dGg
111,은화계,"
4.4
",서울특별시 강남구 도산대로 152,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/LRlpXa9z4A6z
112,뀌쏭82,"
4.4
",서울특별시 강남구 양재천로 167 아성빌딩 1F,"
프랑스 음식
",3만원-4만원,https://www.mangoplate.com//restaurants/-JCJPvkAZm
113,하나샤부정,"
4.4
",서울특별시 강남구 테헤란로81길 62,"
기타 일식
",만원-2만원,https://www.mangoplate.com//restaurants/p-1rAzvY7V
114,스시기요이,"
4.4
",서울특별시 강남구 언주로152길 15-6 3F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/DTIlRNrayD_i
115,고메램,"
4.4
",서울특별시 강남구 삼성로96길 15 송영빌딩,"
스테이크 / 바베큐
",2만원-3만원,https://www.mangoplate.com//restaurants/WlCN9CJbEBwW
116,비스트로앤트로,"
4.4
",서울특별시 강남구 논현로159길 12 1F,"
다국적 퓨전
",4만원 이상,https://www.mangoplate.com//restaurants/VUQojbiMNMQm
117,최가네버섯샤브매운탕칼국수,"
4.4
",서울특별시 강남구 도산대로51길 36,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/OduXGf6bwj
118,판동면옥,"
4.4
",서울특별시 강남구 역삼로77길 5,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/LSvsQJ62gf_9
119,논현장어,"
4.4
",서울특별시 강남구 학동로 106,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/-ck3LyDmi2
120,알고리즘,"
4.4
",서울특별시 강남구 도산대로49길 8 2F,"
퓨전 일식
",4만원 이상,https://www.mangoplate.com//restaurants/pII66SDO0G_E
121,양재초밥,"
4.4
",서울특별시 강남구 논현로26길 16 102호,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/LiZZB04VmzFP
122,갓포마코토,"
4.4
",서울특별시 강남구 언주로168길 5 2F,"
기타 일식
",3만원-4만원,https://www.mangoplate.com//restaurants/0VeeAq512q9s
123,차만다,"
4.4
",서울특별시 강남구 논현로36길 19,"
세계음식 기타
",2만원-3만원,https://www.mangoplate.com//restaurants/qRP27aWm5rVj
124,오사카카레콘유,"
4.4
",서울특별시 강남구 강남대로160길 49 1F,"
돈부리 / 일본 카레 / 벤토
",만원-2만원,https://www.mangoplate.com//restaurants/QWgG5MFMGRIk
125,야키토리파노,"
4.4
",서울특별시 강남구 선릉로157길 13-5 1F,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/rONDlmEIowC8
126,영동소금구이,"
4.4
",서울특별시 강남구 강남대로124길 10 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/56P5Rz-DsI
127,북해도목장,"
4.4
",서울특별시 강남구 학동로2길 34,"
기타 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/U4o5YOXR3Ys0
128,엘이베리코,"
4.4
",서울특별시 강남구 압구정로28길 22-7 1F,"
스테이크 / 바베큐
",3만원-4만원,https://www.mangoplate.com//restaurants/B4DZwXphsCt8
129,남산터,"
4.4
",서울특별시 강남구 선릉로152길 10 1F,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/KQWISdr6z517
130,양궈푸마라탕,"
4.4
",서울특별시 강남구 논현로94길 21 1F,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/hA8hsuXmNs_g
131,온리고,"
4.4
",서울특별시 강남구 언주로151길 20 웅빌딩 1F 101호,"
퓨전 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/IdlLdl-tkBC1
132,골드피쉬딤섬퀴진,"
4.3
",서울특별시 강남구 압구정로48길 35 투구빌딩 2F,"
딤섬 / 만두
",만원 미만,https://www.mangoplate.com//restaurants/PalvouUA1j
133,스시코우지,"
4.3
",서울특별시 강남구 도산대로 404 퍼스트빌딩 2F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/btY7z88DBf
134,다운타우너,"
4.3
",서울특별시 강남구 도산대로53길 14 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/NjpKcKDN34oD
135,길버트버거앤프라이즈,"
4.3
",서울특별시 강남구 도산대로15길 47 B1,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/W7ie2Qm0gZ
136,밍글스,"
4.3
",서울특별시 강남구 선릉로 757 힐탑빌딩 2F,"
퓨전 한식
",4만원 이상,https://www.mangoplate.com//restaurants/YM03z4lpvY
137,리틀넥,"
4.3
",서울특별시 강남구 도산대로51길 17,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/R3iHj7sZaI
138,지아니스나폴리,"
4.3
",서울특별시 강남구 도산대로15길 15 2F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/WlpGSOZmW-
139,송쉐프,"
4.3
",서울특별시 강남구 도산대로1길 40,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/mxPdoZLBrGYZ
140,청담테라,"
4.3
",서울특별시 강남구 도산대로90길 13 1F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/NMH5sADODQ1h
141,김수사,"
4.3
",서울특별시 강남구 도산대로 132 해정빌딩 1F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/tHu1pa6I3E
142,파스토,"
4.3
",서울특별시 강남구 도산대로62길 17 B1,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/jWtQrMbsUu1y
143,정돈,"
4.3
",서울특별시 강남구 강남대로110길 26 1F,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/w_Uk02YqcI9h
144,볼피노리스토란테,"
4.3
",서울특별시 강남구 도산대로45길 10-7,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/lhX-na7lwOWJ
145,DOMA ,"
4.3
",서울특별시 강남구 논현로26길 41 B1,"
스테이크 / 바베큐
",4만원 이상,https://www.mangoplate.com//restaurants/f-0D3BHzwln6
146,우마텐,"
4.3
",서울특별시 강남구 압구정로50길 5-12 B1,"
돈부리 / 일본 카레 / 벤토
",만원-2만원,https://www.mangoplate.com//restaurants/Ic_9hMizXHe2
147,파불라,"
4.3
",서울특별시 강남구 도산대로81길 51 루미안빌딩 1F,"
정통 중식 / 일반 중식
",3만원-4만원,https://www.mangoplate.com//restaurants/CV5ho_J7LLPG
148,모찌방,"
4.3
",서울특별시 강남구 삼성로75길 41,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/2u-4-3abGwI4
149,136길육미,"
4.3
",서울특별시 강남구 언주로136길 9 2F,"
퓨전 일식
",만원-2만원,https://www.mangoplate.com//restaurants/DtNd7lLzTLZU
150,뜨락,"
4.3
",서울특별시 강남구 영동대로142길 13-3,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/HcfgPb4E6D
151,크라이치즈버거,"
4.3
",서울특별시 강남구 테헤란로 620 미래에셋벤처타워,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/ZDIKOad7LOhP
152,묵전,"
4.3
",서울특별시 강남구 언주로168길 22,"
전통 주점 / 포차
",2만원-3만원,https://www.mangoplate.com//restaurants/a90jf3bwGo
153,파티세리바이가루하루 ,"
4.3
",서울특별시 강남구 논현로94길 25-5 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/As9cUgpTcRwZ
154,홍명,"
4.3
",서울특별시 강남구 논현로131길 10,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/sHw-GCZBF_
155,오스테리아꼬또,"
4.3
",서울특별시 강남구 언주로 165길 7-12,"
이탈리안
",4만원 이상,https://www.mangoplate.com//restaurants/1Kx98spf1u
156,메종드라카테고리,"
4.3
",서울특별시 강남구 선릉로 826 송은아트스페이스,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/uGja1CE039
157,마르셀 (휴업중),"
4.3
",서울특별시 강남구 언주로152길 15-6,"
프랑스 음식
",2만원-3만원,https://www.mangoplate.com//restaurants/hotPdY58yGhl
158,허머스키친,"
4.3
",서울특별시 강남구 테헤란로 521,"
세계음식 기타
",2만원-3만원,https://www.mangoplate.com//restaurants/RNdc2ShnTc4A
