,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
481,오복닭한마리,최신 버전 앱,서울특별시 금천구 가산로 142,"
국수 / 면 요리
",,https://www.mangoplate.com//restaurants/8Eiyk6Pimc
482,동남집,최신 버전 앱,서울특별시 금천구 가산디지털1로 149,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/ZtxV5hbIwX4g
483,채선당,최신 버전 앱,서울특별시 금천구 시흥대로 277,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/0iP2pKeaW6tN
484,셀렉티,최신 버전 앱,서울특별시 금천구 가산로7길 12,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/sI7eFL3UUogD
485,스시초이,최신 버전 앱,서울특별시 금천구 가산디지털1로 165 가산비즈니스센터,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/lQ6Xzr1R_D
486,미미초밥,최신 버전 앱,서울특별시 금천구 시흥대로 192,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/e1uSYAzfmLpy
487,문정곱창,최신 버전 앱,서울특별시 금천구 가산로 137,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/diZ8jn3gvW8S
488,개성손만두,최신 버전 앱,서울특별시 금천구 가산로9길 22,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/Tgtd_NrajbtN
489,정통춘천닭갈비,최신 버전 앱,서울특별시 금천구 독산로50길 11,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/JXC5HW1KXUjS
490,니뽕내뽕,최신 버전 앱,서울특별시 금천구 디지털로10길 9 6F,"
퓨전 중식
",만원 미만,https://www.mangoplate.com//restaurants/4SeeX77wfHtL
491,배스킨라빈스,최신 버전 앱,서울특별시 금천구 시흥대로 315 금천롯데캐슬 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/-Np_EyOfKxKB
492,쑥국당,최신 버전 앱,서울특별시 금천구 독산로108길 31 ,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/4MyGRGEyVdud
493,부자아줌마,최신 버전 앱,서울특별시 금천구 가산디지털1로 83,"
한정식 / 백반 / 정통 한식
",,https://www.mangoplate.com//restaurants/1h82bvzUa-
494,카페자작나무,최신 버전 앱,서울특별시 금천구 가산로 61,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/S8NMQX-Z2uKr
495,바지락손칼국수,최신 버전 앱,서울특별시 금천구 독산로65길 27,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/xeGw3a5lSrLz
496,판데오로,최신 버전 앱,서울특별시 금천구 가산디지털1로 186,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/XpeWlULnEsxP
497,송죽,최신 버전 앱,서울특별시 금천구 가산디지털1로 186,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/htfLbVmfhl-2
498,구뜨커피,최신 버전 앱,서울특별시 금천구 가산디지털1로 181 더블유센터 1F 112호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/boDgw9aKaoUk
499,순댕이네얼큰수제비,최신 버전 앱,서울특별시 금천구 시흥대로136길 1,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/dKYlqHnUuY
500,돼지분식,최신 버전 앱,서울특별시 금천구 가산로9길 16,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/v-jOlKPEko51
501,플레잉디오븐,최신 버전 앱,서울특별시 금천구 벚꽃로 278 sj테크노빌 B1,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/GtdH0-6jwWDF
502,카페로드,최신 버전 앱,서울특별시 금천구 범안로 1152 독산빌딩 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Q29JqhTyBir5
503,포보스,최신 버전 앱,서울특별시 금천구 가산디지털2로 165 백상스타타워2차,"
베트남 음식
",무료주차 가능 ,https://www.mangoplate.com//restaurants/TboTZ4z4HW
504,땡초불닭발,최신 버전 앱,서울특별시 금천구 가산로 152,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/0jCRkBoPPstb
505,용호동낙지,최신 버전 앱,서울특별시 금천구 가산디지털1로 186 제이플라츠 B1,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/TdAyKAnp9XXL
506,꽃히다,최신 버전 앱,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 A동 2F 221호,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/g_jxkSGyv7bV
507,소공동뚝배기,최신 버전 앱,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/4C0bwpd-nVUm
508,식껍,최신 버전 앱,서울특별시 금천구 범안로 1138 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/rneKV2Dvxbad
509,모노,최신 버전 앱,서울특별시 금천구 독산로62길 30,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/2TUsRc-0Zf_N
510,25카츠,최신 버전 앱,서울특별시 금천구 벚꽃로 298 대륭포스트타워,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/2d2LGBGKLW
511,바르미샤브샤브n칼국수,최신 버전 앱,서울특별시 금천구 벚꽃로 266 마리오아울렛,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/z9oGZLTJxW
512,귀빈순대국,최신 버전 앱,서울특별시 금천구 시흥대로 334,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/QJtS2SMy-tVn
513,스시천,최신 버전 앱,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 115호,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/htGth84GIEzy
514,하나스시,최신 버전 앱,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차 1F,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/A6lqK_3N2EBs
515,로스티드바이,최신 버전 앱,서울특별시 금천구 금하로29길 22,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/BfS5fPqqorCk
516,탐나종합어시장,최신 버전 앱,서울특별시 금천구 금하로 636,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/M2pxkrRDyTgX
517,코야키친,최신 버전 앱,서울특별시 금천구 시흥대로 399,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/LbrXxRISwM
518,포보스,최신 버전 앱,서울특별시 금천구 디지털로10길 9 7F,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/8xioO_i2uR
519,금천골오리명가,최신 버전 앱,서울특별시 금천구 시흥대로78길 59,"
닭 / 오리 요리
",,https://www.mangoplate.com//restaurants/DGLkYfKCr2
520,살롱드디아망,최신 버전 앱,서울특별시 금천구 두산로 70 현대지식산업센터 A동 LF 114호,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/2i7iaLob8iWY
521,흥부전놀부전,최신 버전 앱,서울특별시 금천구 남부순환로108길 30,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/fClkHoB2WRXD
522,말뚝곱창,최신 버전 앱,서울특별시 금천구 독산로 341,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/H3m9kZQ9dTn_
523,고기식당,최신 버전 앱,서울특별시 금천구 가산디지털1로 19 대륭18차,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/ENEjeCItkG2Y
524,고베소,최신 버전 앱,서울특별시 금천구 가산디지털1로 226,"
기타 일식
",3만원-4만원,https://www.mangoplate.com//restaurants/kukk-yRuMlSJ
525,허가네연탄불고기,최신 버전 앱,서울특별시 금천구 시흥대로63길 33,"
고기 요리
",만원 미만,https://www.mangoplate.com//restaurants/tiQ8qw1m_uXM
526,김가네짜장,최신 버전 앱,서울특별시 금천구 벚꽃로 254 B102,만원 미만,11:30 - 21:00,https://www.mangoplate.com//restaurants/pe5F6WNRZjk9
527,서귀포,최신 버전 앱,서울특별시 금천구 가산로 49,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/hEJlTQd1EZ
528,미각양꼬치,최신 버전 앱,서울특별시 금천구 벚꽃로40길 9,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/JDtNx1YDtRXs
529,장수명가,최신 버전 앱,서울특별시 금천구 서부샛길 606 대성디폴리스지식산업센터,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/PNKiiGgdzjSJ
530,꽃향기칼국수,최신 버전 앱,서울특별시 금천구 시흥대로90길 33-3,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/CC9AKmbBj89D
531,올래밥상,최신 버전 앱,서울특별시 금천구 시흥대로 291 금천롯데캐슬골드파크3차 1F,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/Sh4404Rb80VV
532,부산아지매국밥,최신 버전 앱,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 A동 212호,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/Sy9YnptBAdkn
533,리온즈펍,최신 버전 앱,서울특별시 금천구 시흥대로123길 38 1F,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/5P_RWYfR70fj
534,마피아피자펍,최신 버전 앱,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 A동 B1 B106-1호,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/e1NpeYLIGGkF
535,소공동뚝배기,최신 버전 앱,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/JUKGZAJ5N1
536,램투램,최신 버전 앱,서울특별시 금천구 가산디지털1로 233 에이스하이엔드9차 1F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/uyd3Az1nvUHF
537,동대문털보네,최신 버전 앱,서울특별시 금천구 디지털로9길 99,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Q2-hsC9PUr
538,남문만두칼국수,최신 버전 앱,서울특별시 금천구 시흥대로 434,"
국수 / 면 요리
",,https://www.mangoplate.com//restaurants/tRf9ITScuS
539,소담칼국수,최신 버전 앱,서울특별시 금천구 가산로5길 37,만원 미만,,https://www.mangoplate.com//restaurants/afvbEBTueTPu
540,말뚝곱창,최신 버전 앱,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 A동 225-1호,"
고기 요리
",,https://www.mangoplate.com//restaurants/x8q2Z3PHaA
541,카페더즌,최신 버전 앱,서울특별시 금천구 독산로 194 영재빌딩,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/noJSmqBcjc5y
542,오늘돈카츠,최신 버전 앱,서울특별시 금천구 가산디지털1로 171 가산SKV1센터 1F 103호,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/o9mFvgNNzuWd
543,오이시이,최신 버전 앱,서울특별시 금천구 가산로5길 77,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/XSTNQEcqtK3d
544,미사리밀빛초계국수,최신 버전 앱,서울특별시 금천구 가산디지털1로 131 가산하이시티,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/XiBCz8elvOTe
545,옛날 닭꼬치 사골 부대찌게,최신 버전 앱,서울특별시 금천구 벚꽃로 212,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/jyylUjpf8pqJ
546,한솥도시락,최신 버전 앱,서울특별시 금천구 가산디지털2로 108 뉴티캐슬,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/Lh05JG8Q_QHV
547,포보스,최신 버전 앱,서울특별시 금천구 가산디지털1로 131 BYC빌딩,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/W5ifgznvL9
548,김치찌개집,최신 버전 앱,서울특별시 금천구 벚꽃로 40 롯데캐슬골드파크 1차상가 동문,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/zwJdCrsb1A4y
549,육첩반상,최신 버전 앱,서울특별시 금천구 디지털로10길 9 현대시티아울렛 6F,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/aSPO9yHHlmeK
550,강남찌개마을,최신 버전 앱,서울특별시 금천구 시흥대로63길 27,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/mE3JF8aUzFvJ
551,로얄스윗,최신 버전 앱,서울특별시 금천구 벚꽃로 234 110호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/imYbhynBVZGm
552,가산어시장,최신 버전 앱,서울특별시 금천구 벚꽃로 314,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/iPhyJsYk5WLP
553,더김밥,최신 버전 앱,서울특별시 금천구 벚꽃로 286 B1 122호,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/iBq2G3_1kJrt
554,자원방래,최신 버전 앱,서울특별시 금천구 디지털로10길 9 현대시티아울렛 7F,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/j8OqcEfVEgb0
555,전주식당,최신 버전 앱,서울특별시 금천구 가산로9길 12,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/UExsEvtbIavz
556,리가든,최신 버전 앱,서울특별시 금천구 가산디지털1로 168,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/DjvJ5m8RDWlN
557,포인카츠,최신 버전 앱,서울특별시 금천구 디지털로9길 99  114호,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/4u1aJNZEYOVl
558,서천집쭈꾸미대구탕,최신 버전 앱,서울특별시 금천구 벚꽃로38길 42,"
해산물 요리
",만원 미만,https://www.mangoplate.com//restaurants/9YHnoH5ijrGb
559,구이명가,최신 버전 앱,서울특별시 금천구 가산디지털2로 138-9,"
기타 한식
",,https://www.mangoplate.com//restaurants/dQjlTyZfQg
560,바르다김선생,최신 버전 앱,서울특별시 금천구 가산디지털1로 181 113호,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/Cppd8WabmoFl
561,육전면사무소,최신 버전 앱,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 B1,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/8blU29fG1a7X
562,선향정샤브샤브,최신 버전 앱,서울특별시 금천구 디지털로 188,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/ZTOnVvaxqk
563,토마토김밥,최신 버전 앱,서울특별시 금천구 디지털로9길 99 스타밸리,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/3Z9tigK_zWTw
564,샘버거,최신 버전 앱,서울특별시 금천구 시흥대로 399 씨티렉스,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/KSmvfz67GM_O
565,샐러드로,최신 버전 앱,서울특별시 금천구 두산로 70 현대지식산업센터 T-L124호,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/9G8n1ZQGVWnL
566,청와삼대,최신 버전 앱,서울특별시 금천구 벚꽃로56길 190 호텔해담채 3F,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/pPflMFix_CZM
567,티티베이커리,최신 버전 앱,서울특별시 금천구 가산로9길 16,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/IIR0s0abLPW0
568,마드레파스타,최신 버전 앱,서울특별시 금천구 시흥대로 399,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/7p3TpDLlRpbe
569,예쁜돼지,최신 버전 앱,서울특별시 금천구 가산디지털2로 138-15,"
고기 요리
",,https://www.mangoplate.com//restaurants/1ZTJdpVU8r
570,용두본쭈꾸미,최신 버전 앱,서울특별시 금천구 벚꽃로 298 대륭포스트타워,"
해산물 요리
",,https://www.mangoplate.com//restaurants/D2aXyEjzHI
571,두꺼비식당,최신 버전 앱,서울특별시 금천구 디지털로10길 9,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/p-tARvai0ur9
572,나누다키친,최신 버전 앱,서울특별시 금천구 범안로 1138,만원 미만,,https://www.mangoplate.com//restaurants/OM5-K2X3FBXC
573,촌닭,최신 버전 앱,서울특별시 금천구 독산로 346,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/47slebl73zuh
574,오감부대찌개와철판볶음,최신 버전 앱,서울특별시 금천구 디지털로9길 32 갑을그레이트밸리 B1,"
탕 / 찌개 / 전골
",,https://www.mangoplate.com//restaurants/DB555o0agT
575,북촌삼대갈비,최신 버전 앱,서울특별시 금천구 가산로 149,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/HkdOn7U8sgQe
576,누리한방삼계탕,최신 버전 앱,서울특별시 금천구 가산디지털1로 186,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/7sIlkZlbLNtx
577,송탄부대찌개,최신 버전 앱,서울특별시 금천구 디지털로 130 남성프라자,만원 미만,,https://www.mangoplate.com//restaurants/v5Y1nZUYJ5mq
578,고향집,최신 버전 앱,서울특별시 금천구 시흥대로114길 15 1F,"
기타 한식
",,https://www.mangoplate.com//restaurants/EplcBjQ_0c
579,남도분식,최신 버전 앱,서울특별시 금천구 디지털로 10길 9 현대시티아울렛 가산점 7층 남산돈까스 현대시티아울렛 가산점 7F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/8at4cjr5xaE-
580,꼬치천하,최신 버전 앱,서울특별시 금천구 시흥대로52길 51,"
전통 주점 / 포차
",만원-2만원,https://www.mangoplate.com//restaurants/03_373UIcL8j
581,한우마당,최신 버전 앱,서울특별시 금천구 벚꽃로 298,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/7mAKOOhkaR7Q
582,콘타이,최신 버전 앱,서울특별시 금천구 벚꽃로 266 마리오아울렛 3관 13F,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/qT3f5FW9UUtO
583,정든소문난순대국,최신 버전 앱,서울특별시 금천구 시흥대로123길 24,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/8NxvNXMKQCrn
584,샐러드박스,최신 버전 앱,서울특별시 금천구 가산디지털1로 2  우림라이온스밸리2차 118호,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/xGBHUkrEcD5o
585,육대장,최신 버전 앱,서울특별시 금천구 가산디지털1로 186,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/BAeaA91qqgn1
586,미꼬담,최신 버전 앱,서울특별시 금천구 디지털로 10길 9 현대시티아울렛 가산점 7F,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/Q4lfh3YNwfZg
587,김명자굴국밥,최신 버전 앱,서울특별시 금천구 가산디지털1로 168,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/I3GZ0lKxaZIw
588,멤마이,최신 버전 앱,서울특별시 금천구 디지털로 10길 9 현대시티아울렛 가산점 6F,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/IRhmD14_gx2B
589,신선식탁,최신 버전 앱,서울특별시 금천구 가산디지털1로 205  1F 103호,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/vZyizsdyik2Z
590,홍천참숯화로구이,최신 버전 앱,서울특별시 금천구 시흥대로63길 8 ,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/CcbZgKlOS5SP
591,프랑세즈과자점,최신 버전 앱,서울특별시 금천구 남부순환로 1392,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/Amw4bgjLxz
592,막회무침나라횟집,최신 버전 앱,서울특별시 금천구 시흥대로71길 40,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/wAP4umjoGnqT
593,포차인닭갈비,최신 버전 앱,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 A동 지하,"
닭 / 오리 요리
",,https://www.mangoplate.com//restaurants/maaE-SpBWR
594,명화곱창,최신 버전 앱,서울특별시 금천구 벚꽃로38길 5,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/pwiHi7rwpy
595,혜화동돈까스,최신 버전 앱,서울특별시 금천구 금하로5길 4 1F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/JXzDmPlwk1Gi
596,에그스탑,최신 버전 앱,서울특별시 금천구 가산디지털1로 171 SK V1빌딩 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/6bCbNXOlbE_S
597,예원,최신 버전 앱,서울특별시 금천구 가산디지털1로 145 에이스하이앤드타워3차,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/2UO1OrsUis
598,해촌,최신 버전 앱,서울특별시 금천구 벚꽃로 298 대륭포스트타워,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/dBJ7yE8t6m
599,요거프레소,최신 버전 앱,서울특별시 금천구 디지털로9길 32,"
카페 / 디저트
",,https://www.mangoplate.com//restaurants/OOheDl7lFv
600,스시다온,"
4.4
",서울특별시 노원구 석계로 9 2F,"
회 / 스시
",3만원-4만원,https://www.mangoplate.com//restaurants/1uma03xF5wFB
601,노원목고기집,"
4.2
",서울특별시 노원구 상계로 96,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/YW-QmiaBvf
602,경성초밥,"
4.2
",서울특별시 노원구 공릉로 119-5,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/HrBaIZj2EXJH
603,당혹,"
4.2
",서울특별시 노원구 동일로217가길 17 104호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ALBvfrBgMo9W
604,페페그라노,"
4.1
",서울특별시 노원구 공릉로32길 5,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/kIfLK5P0xtif
605,또와순두부수제비,"
4.1
",서울특별시 노원구 노해로85길 10-8 산호빌딩,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/vUFbu47ogapp
606,돈부리,"
4.0
",서울특별시 노원구 동일로 1343,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/WiuSrITuLB
607,썸머타이,"
4.0
",서울특별시 노원구 노해로75길 14-25,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/DazVXhWIbHMx
608,털보고된이,"
4.0
",서울특별시 노원구 노해로81길 22-22,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/fI06E_racA
609,제일콩집,"
4.0
",서울특별시 노원구 동일로174길 37-8,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/tTtsd-g-1T
610,무명칼국수,"
4.0
",서울특별시 노원구 석계로7길 4,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/EoljWc5iSb
611,생선까시,"
4.0
",서울특별시 노원구 동일로191가길 22,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/XR_Pm1sBGd
612,호접몽,"
4.0
",서울특별시 노원구 중계로18길 9,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/jjaHDe6QJX
613,땅코참숯구이,"
4.0
",서울특별시 노원구 노해로85길 15-5,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/V20BelxTkxy-
614,우애돈카츠,"
4.0
",서울특별시 노원구 상계로24길 23-5 좌측상가 1F,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/BM4sXgU6i6u5
615,아고라커피,"
3.9
",서울특별시 노원구 동일로193길 14 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/F-6NkxH9pURE
616,Jolly,"
3.9
",서울특별시 노원구 상계로 87 1F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/0IZ7W8QPFvNE
617,던모스,"
3.9
",서울특별시 노원구 공릉로27길 8 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/TtRsBn-HGxzk
618,쪼매매운떡볶이,"
3.9
",서울특별시 노원구 공릉로 208,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/HT9QqD1uoD
619,표준커피,"
3.9
",서울특별시 노원구 공릉로 119-5 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/BswUivSqx6yd
620,디저트카페바미,"
3.9
",서울특별시 노원구 상계로7길 22,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/TiiP-VMe-R
621,버거투버거,"
3.9
",서울특별시 노원구 공릉로62가길 50,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/QiyF7-iaKh
622,스윗레시피,"
3.9
",서울특별시 노원구 한글비석로24길 24 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/IjZVsKVzBT09
623,칸텐,"
3.9
",서울특별시 노원구 동일로186길 53-50,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/VdbqbzL1Nmfi
624,오누이,"
3.9
",서울특별시 노원구 동일로187길 12-47,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/_i0wfVhzthzc
625,달콤한순간,"
3.9
",서울특별시 노원구 공릉로27길 10,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/nxNezZwi0VtS
626,로지다이닝,"
3.9
",서울특별시 노원구 공릉로43길 18,"
퓨전 일식
",만원-2만원,https://www.mangoplate.com//restaurants/43bxRkStfSL-
627,핏짜굽는언니,"
3.8
",서울특별시 노원구 동일로198길 58,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/7rJ-qwD2Ws
628,위안바오,"
3.8
",서울특별시 노원구 동일로 1426 103호,"
딤섬 / 만두
",만원 미만,https://www.mangoplate.com//restaurants/BFqpBCJ1mKG5
629,쯔이코,"
3.8
",서울특별시 노원구 상계로1길 62-57,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/Y8YYRsJoDRR0
630,이너모스트,"
3.8
",서울특별시 노원구 동일로183길 12-14,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/XzWWQZb4tHUd
631,더맛나곱창,"
3.8
",서울특별시 노원구 동일로198길 36,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/LY_hL0FgkjPc
632,아소코,"
3.8
",서울특별시 노원구 동일로184길 53 1F,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/1BPH6G0nahZn
633,구법원,"
3.8
",서울특별시 노원구 동일로 1404,"
기타 일식
",만원 미만,https://www.mangoplate.com//restaurants/euMIlY61D6
634,일상다반,"
3.7
",서울특별시 노원구 동일로186길 77-17,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/lOquYsAGAv
635,네코정,"
3.7
",서울특별시 노원구 공릉로 213 동신아파트상가 2F,"
돈부리 / 일본 카레 / 벤토
",만원-2만원,https://www.mangoplate.com//restaurants/iR-vcPQHHi12
636,아웃백스테이크하우스,"
3.7
",서울특별시 노원구 동일로 1419,"
스테이크 / 바베큐
",3만원-4만원,https://www.mangoplate.com//restaurants/jqXfcvAmVl
637,광성반점,"
3.7
",서울특별시 노원구 동일로173가길 5,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/dENIh27cVXEp
638,공릉동 도깨비,"
3.7
",서울특별시 노원구 동일로178길 14,만원 미만,"





",https://www.mangoplate.com//restaurants/fQz_NB9H42bb
