,이름,평점,주소,좌표,구
2248,이낙근찹쌀떡베이커리,4.2,서울특별시 송파구 중대로 316,"(37.5083756, 127.1337577)",송파구
2249,동락,4.4,서울특별시 송파구 중대로23길 20,"(37.5025897, 127.1257843)",송파구
2250,버터램,4.2,서울특별시 송파구 충민로 81-9 1F,"(37.4799467, 127.1261025)",송파구
2251,황금오리농장,3.9,서울특별시 양천구 국회대로 176,"(37.5282192, 126.8544457)",양천구
2252,착한낙지,-,서울특별시 양천구 국회대로 289,"(37.530486, 126.8670328)",양천구
2253,건강한네모의하루,-,서울특별시 양천구 남부순환로83길 센트럴 아이파크위브 상가 147호,"(37.5162883, 126.841753)",양천구
2254,퍼블릭맨션,-,서울특별시 양천구 등촌로 154 1F,"(37.5434991, 126.8625778)",양천구
2255,엉털네숯불꼼장어,3.8,서울특별시 양천구 등촌로 36,"(37.5331534, 126.8639761)",양천구
2256,싸가정곱창,-,서울특별시 양천구 등촌로 66 1F,"(37.5358402, 126.8636921)",양천구
2257,빵카페,-,서울특별시 양천구 목동동로 150 1F,"(37.5190041, 126.8705164)",양천구
2258,카페 제하,3.7,서울특별시 양천구 목동동로 177,"(37.5215822, 126.8704402)",양천구
2259,엉짱윤치킨,3.6,서울특별시 양천구 목동동로 177 삼성쉐르빌 2차 상가 1F 101호,"(37.5215267, 126.8703864)",양천구
2260,본빠뜨,-,서울특별시 양천구 목동동로 177 삼성쉐르빌2,"(37.5215267, 126.8703864)",양천구
2261,스프링클베이글,-,서울특별시 양천구 목동동로 206-5,"(37.5235927, 126.8723614)",양천구
2262,아리네,4.1,서울특별시 양천구 목동동로 222-11,"(37.5253419, 126.8726779)",양천구
2263,로바타미숙,-,서울특별시 양천구 목동동로 222-13 1F,"(37.525279, 126.8727908)",양천구
2264,쌍둥이네수제비대합탕,-,서울특별시 양천구 목동동로 226-1,"(37.5256571, 126.8720871)",양천구
2265,일미락,3.9,서울특별시 양천구 목동동로 226-16,"(37.5253732, 126.8729342)",양천구
2266,에프스토리,3.6,서울특별시 양천구 목동동로 226-19,"(37.5255045, 126.8730929)",양천구
2267,쿠마카세,3.8,서울특별시 양천구 목동동로 228-12,"(37.5256087, 126.8728775)",양천구
2268,강릉스낵,-,서울특별시 양천구 목동동로 228-2,"(37.52574389999999, 126.8721197)",양천구
2269,삼정,-,서울특별시 양천구 목동동로 228-4,"(37.5257073, 126.872256)",양천구
2270,고양이부엌,-,서울특별시 양천구 목동동로 233-1,"(37.5274468, 126.8715522)",양천구
2271,스시벅,-,서울특별시 양천구 목동동로 256,"(37.5257088, 126.8743014)",양천구
2272,c27,3.3,서울특별시 양천구 목동동로 257 현대백화점 목동점 1F,"(37.5267878, 126.8750085)",양천구
2273,오모무끼,-,서울특별시 양천구 목동동로 257 현대백화점 목동점 6F,"(37.5268253, 126.8749782)",양천구
2274,도원스타일,-,서울특별시 양천구 목동동로 257 현대백화점 목동점 6F,"(37.5268253, 126.8749782)",양천구
2275,베즐리베이커리,-,서울특별시 양천구 목동동로 257 현대백화점 목동점 B2,"(37.5263828, 126.8752357)",양천구
2276,엘리스파이,-,서울특별시 양천구 목동동로 257 현대백화점 목동점 B2,"(37.5263828, 126.8752357)",양천구
2277,칸지,-,서울특별시 양천구 목동동로 264,"(37.5256104, 126.8751344)",양천구
2278,팔각도,3.9,서울특별시 양천구 목동동로 266-1 1F,"(37.5255658, 126.8755605)",양천구
2279,알콜트리,-,서울특별시 양천구 목동동로 266-1 B1,"(37.5255658, 126.8755605)",양천구
2280,토마틸로,-,서울특별시 양천구 목동동로 293,"(37.5281527, 126.8757457)",양천구
2281,코코이찌방야,-,서울특별시 양천구 목동동로 293,"(37.5281527, 126.8757457)",양천구
2282,곤드레밥집,-,서울특별시 양천구 목동동로 293,"(37.5281527, 126.8757457)",양천구
2283,스시노미찌,3.1,서울특별시 양천구 목동동로 293,"(37.5281527, 126.8757457)",양천구
2284,월촌도야지,-,서울특별시 양천구 목동동로 293  2F,"(37.5281527, 126.8757457)",양천구
2285,라고파스타,3.6,서울특별시 양천구 목동동로 293 현대 41 타워 1F,"(37.5281164, 126.8758458)",양천구
2286,파리크라상,-,서울특별시 양천구 목동동로 293 현대41타워,"(37.5281164, 126.8758458)",양천구
2287,베르비에,-,서울특별시 양천구 목동동로 293 현대41타워 1F 15호,"(37.5281164, 126.8758458)",양천구
2288,타르타르,-,서울특별시 양천구 목동동로 293 현대41타워 207호,"(37.5281164, 126.8758458)",양천구
2289,훠궈야,3.0,서울특별시 양천구 목동동로 293 현대41타워 2F,"(37.5281164, 126.8758458)",양천구
2290,송추가마골인어반,-,서울특별시 양천구 목동동로 293 현대41타워 3F,"(37.5281164, 126.8758458)",양천구
2291,고래아방,-,서울특별시 양천구 목동동로 293 현대41타워 3F,"(37.5281164, 126.8758458)",양천구
2292,일도씨닭갈비,3.5,서울특별시 양천구 목동동로 293 현대41타워 3F,"(37.5281164, 126.8758458)",양천구
2293,푸오꼬,3.8,서울특별시 양천구 목동동로 293 현대41타워 B1,"(37.5281164, 126.8758458)",양천구
2294,구텐,-,서울특별시 양천구 목동동로 293 현대41타워빌딩,"(37.5281164, 126.8758458)",양천구
2295,포레스트 카페,-,서울특별시 양천구 목동동로 33,"(37.5144937, 126.8596518)",양천구
2296,해밀,-,서울특별시 양천구 목동동로 339 목동 트윈빌 1F,"(37.5321473, 126.87673)",양천구
2297,이탈리아국립피자학교,-,서울특별시 양천구 목동동로 339 목동트윈빌,"(37.5321473, 126.87673)",양천구
2298,대합탕수제비포장마차,-,서울특별시 양천구 목동동로 350,"(37.533911, 126.8809454)",양천구
2299,토다이U,-,서울특별시 양천구 목동동로 401,"(37.5363346, 126.8811128)",양천구
2300,나폴레옹과자점,-,서울특별시 양천구 목동동로 401 부엉그린타운2차,"(37.5363701, 126.8810632)",양천구
2301,잭슨피자,                              4.7                            ,서울특별시 양천구 목동동로 431 목동우방빌딩 105-106호,"(37.5371202, 126.8843439)",양천구
2302,가정경양,3.3,서울특별시 양천구 목동동로 437 향도 드림네스트 101호,"(37.53764779999999, 126.8847017)",양천구
2303,다채샤브,-,서울특별시 양천구 목동동로 55 밀레니엄프라자 2F,"(37.5154279, 126.861399)",양천구
2304,금성수제돈까스,4.1,서울특별시 양천구 목동동로10길 12-24,"(37.51764, 126.8709895)",양천구
2305,아재식당,-,서울특별시 양천구 목동동로10길 12-24 목동주택,"(37.51764, 126.8709895)",양천구
2306,평미가,3.6,서울특별시 양천구 목동동로10길 16,"(37.5189073, 126.87151)",양천구
2307,억조1978,-,서울특별시 양천구 목동동로10길 24,"(37.5193207, 126.8723363)",양천구
2308,임꺽정김치찌개,                              4.0                            ,서울특별시 양천구 목동동로12길 27,"(37.5227297, 126.8743643)",양천구
2309,빈티지오목,-,서울특별시 양천구 목동동로12길 38  2F,"(37.5225902, 126.8736198)",양천구
2310,젠틀한식탁,3.5,서울특별시 양천구 목동동로14길 10,"(37.524144, 126.8724459)",양천구
2311,좋은아침 PASTRY,-,서울특별시 양천구 목동동로8길 17,"(37.5172123, 126.8712063)",양천구
2312,린궁즈,-,서울특별시 양천구 목동동로8길 3,"(37.5182483, 126.8706206)",양천구
2313,젠틀카롱,-,서울특별시 양천구 목동로 163 이스타팰리스 107호,"(37.5230659, 126.8647874)",양천구
2314,죠스떡볶이,-,서울특별시 양천구 목동로 210,"(37.5273464, 126.864459)",양천구
2315,가랑삼계탕,3.8,서울특별시 양천구 목동로 210,"(37.5273464, 126.864459)",양천구
2316,달달애,-,서울특별시 양천구 목동로11길 2,"(37.5234965, 126.8644879)",양천구
2317,우곳간,-,서울특별시 양천구 목동로15길 8 3호,"(37.5241638, 126.8636995)",양천구
2318,사눅 타이,-,서울특별시 양천구 목동로15길 8 9호,"(37.5241638, 126.8636995)",양천구
2319,초한초마,-,서울특별시 양천구 목동로15길 8 삼천리아파트,"(37.5242324, 126.8637319)",양천구
2320,이름없는파스타,-,서울특별시 양천구 목동로21길 2 1F,"(37.5254948, 126.8634327)",양천구
2321,커피별녹색잔,3.5,서울특별시 양천구 목동로21길 26,"(37.5252373, 126.8608357)",양천구
2322,옥천집,-,서울특별시 양천구 목동로21길 4,"(37.5254825, 126.8632801)",양천구
2323,모모메이드,-,서울특별시 양천구 목동로9길 12,"(37.52290660000001, 126.8632061)",양천구
2324,만담상점,3.4,서울특별시 양천구 목동서로 133-4 스카이포레 1F,"(37.5317856, 126.8760294)",양천구
2325,피슈마라홍탕,-,서울특별시 양천구 목동서로 155,"(37.5293136, 126.8751264)",양천구
2326,씨포,3.5,서울특별시 양천구 목동서로 155,"(37.5293136, 126.8751264)",양천구
2327,가쯔레쯔,3.4,서울특별시 양천구 목동서로 155 B1,"(37.5293136, 126.8751264)",양천구
2328,클래시빈,-,서울특별시 양천구 목동서로 155 목동파라곤상가 1F,"(37.5293869, 126.8750591)",양천구
2329,오목집,4.0,서울특별시 양천구 목동서로 155 파라곤 B1,"(37.5293136, 126.8751264)",양천구
2330,따순기미,-,서울특별시 양천구 목동서로 170,"(37.53020830000001, 126.8732314)",양천구
2331,와인zip,-,서울특별시 양천구 목동서로 213,"(37.5279765, 126.8706029)",양천구
2332,동천홍,-,서울특별시 양천구 목동서로 225,"(37.5270381, 126.870737)",양천구
2333,댓짱돈까스,3.8,서울특별시 양천구 목동서로 225,"(37.5270381, 126.870737)",양천구
2334,TOV COFFEE,-,서울특별시 양천구 목동서로 285,"(37.5218022, 126.8691371)",양천구
2335,히노야마,4.4,서울특별시 양천구 목동서로 349 센트럴프라자,"(37.5173721, 126.8652319)",양천구
2336,고래맥주창고,-,서울특별시 양천구 목동서로 377  B동 108호,"(37.5159622, 126.8623488)",양천구
2337,슈크레동,-,서울특별시 양천구 목동서로 389,"(37.5157195, 126.861193)",양천구
2338,원조쌈밥집,-,서울특별시 양천구 목동서로 57 현대파리지앙빌딩 2F,"(37.5365367, 126.8798966)",양천구
2339,오부장치킨,-,서울특별시 양천구 목동중앙남로 35,"(37.5370271, 126.866711)",양천구
2340,설악산칡냉면,-,서울특별시 양천구 목동중앙남로3가길 59,"(37.5383326, 126.8640763)",양천구
2341,커피탐이나,-,서울특별시 양천구 목동중앙남로9길 41 102호,"(37.5378331, 126.8641337)",양천구
2342,카페슬로웨이,-,서울특별시 양천구 목동중앙로13나길 42 1F,"(37.5448795, 126.880683)",양천구
2343,강모집,-,서울특별시 양천구 목동중앙본로 107 대명이튼캐슬 A동 101호,"(37.5452072, 126.8705648)",양천구
2344,신야텐야,3.2,서울특별시 양천구 목동중앙본로 128 1F,"(37.5465942, 126.8719776)",양천구
2345,홍가네달마을,-,서울특별시 양천구 목동중앙본로 80,"(37.5428334, 126.8698232)",양천구
2346,우직,4.4,서울특별시 양천구 목동중앙본로29길 6 1F,"(37.5444388, 126.8702641)",양천구
2347,할범탕수육,3.2,서울특별시 양천구 목동중앙북로 15,"(37.5484912, 126.8653379)",양천구
2348,골목집,-,서울특별시 양천구 목동중앙북로 4,"(37.54738529999999, 126.8641444)",양천구
2349,동그라미곱창,-,서울특별시 양천구 목동중앙북로 7,"(37.5492477, 126.8656851)",양천구
2350,오봉집,-,서울특별시 양천구 목동중앙북로 7 신한상가 1F,"(37.548982, 126.8644669)",양천구
2351,어가촌,-,서울특별시 양천구 목동중앙북로 86,"(37.5462821, 126.8726025)",양천구
2352,홍마방,3.9,서울특별시 양천구 목동중앙북로14길 1 1F,"(37.5461399, 126.8732757)",양천구
2353,미시락칼국수,4.1,서울특별시 양천구 목동중앙북로16길 10,"(37.5456912, 126.873657)",양천구
2354,스시경,-,서울특별시 양천구 목동중앙북로7가길 10,"(37.5486826, 126.8668729)",양천구
2355,최고갈비,-,서울특별시 양천구 목동중앙북로7가길 54,"(37.5498353, 126.8647528)",양천구
2356,육회로,-,서울특별시 양천구 목동중앙북로7가길 58,"(37.54982469999999, 126.8645843)",양천구
2357,개성집,-,서울특별시 양천구 목동중앙서로 48,"(37.53287, 126.8690945)",양천구
2358,회기버거,-,서울특별시 양천구 목동중앙서로 7 1F,"(37.5326215, 126.8646958)",양천구
2359,봉평메밀막국수,-,서울특별시 양천구 목동중앙서로 8,"(37.5316082, 126.8660826)",양천구
2360,피자알볼로,-,서울특별시 양천구 목동중앙서로4길 16,"(37.5317174, 126.8649381)",양천구
2361,항아리보쌈,-,서울특별시 양천구 신목로 48,"(37.5196089, 126.873461)",양천구
2362,오카에리마카롱,-,서울특별시 양천구 신목로 83 진흥빌딩 1F,"(37.5222606, 126.8741476)",양천구
2363,이조면옥,-,서울특별시 양천구 신목로 88,"(37.5222024, 126.8750985)",양천구
2364,박가네들깨칼국수,-,서울특별시 양천구 신목로12길 7,"(37.5209707, 126.874634)",양천구
2365,모이자포장마차로,-,서울특별시 양천구 신목로2길 60,"(37.5230141, 126.8772618)",양천구
2366,타코벳,3.4,서울특별시 양천구 신목로2길 68,"(37.5238265, 126.8773209)",양천구
2367,펍피맥,3.1,서울특별시 양천구 신목로2길 68 오목빌딩 104호,"(37.5238265, 126.8773209)",양천구
2368,모두랑즉석떡볶이,-,서울특별시 양천구 신월로 220,"(37.5212933, 126.8466124)",양천구
2369,아마또,-,서울특별시 양천구 신월로38길 11,"(37.5209658, 126.8613373)",양천구
2370,천사곱창,3.3,서울특별시 양천구 신정중앙로 100,"(37.5261946, 126.8627512)",양천구
2371,마나쯔(휴업중),4.2,서울특별시 양천구 신정중앙로 101-3 1F,"(37.5268008, 126.8631911)",양천구
2372,목동장어타운,-,서울특별시 양천구 신정중앙로 67,"(37.5270551, 126.8593825)",양천구
2373,오지상노카에루,-,서울특별시 양천구 신정중앙로 76,"(37.5265708, 126.8599952)",양천구
2374,진아구,-,서울특별시 양천구 신정중앙로 85  로데오프라자 108-109호,"(37.5268139, 126.861374)",양천구
2375,주전,-,서울특별시 양천구 신정중앙로 86,"(37.5264362, 126.8610788)",양천구
2376,김선장참치,-,서울특별시 양천구 신정중앙로 99,"(37.5265136, 126.8628448)",양천구
2377,아티제,-,서울특별시 양천구 안양천로 1071 이대목동병원,"(37.53637940000001, 126.8864324)",양천구
2378,초가집부뚜막청국장,-,서울특별시 양천구 오목로 184-1,"(37.5250365, 126.8579528)",양천구
2379,카멜리온,3.7,서울특별시 양천구 오목로 196,"(37.5251475, 126.8591887)",양천구
2380,한스,3.9,서울특별시 양천구 오목로 287 1F,"(37.5255999, 126.8694045)",양천구
2381,토겐,-,서울특별시 양천구 오목로 300 206동 117호,"(37.5241644, 126.8703368)",양천구
2382,더아리엘,-,서울특별시 양천구 오목로 300 B1 109-115호,"(37.5241644, 126.8703368)",양천구
2383,빌리지브라더,-,서울특별시 양천구 오목로 313-5 아이스빌딩,"(37.5254517, 126.8723653)",양천구
2384,스시다마,-,서울특별시 양천구 오목로 313-8 1F,"(37.5255574, 126.8725966)",양천구
2385,창평가마솥순대국,-,서울특별시 양천구 오목로 320-2 청석빌딩,"(37.5242881, 126.8727588)",양천구
2386,아웃랜더스,-,서울특별시 양천구 오목로 321-1 6F,"(37.5252243, 126.873096)",양천구
2387,크래프트한스,-,서울특별시 양천구 오목로 329-2,"(37.5249891, 126.8741392)",양천구
2388,육즙,-,서울특별시 양천구 오목로 337-10 소망빌딩,"(37.5251801, 126.8753593)",양천구
2389,곱창이야기,3.4,서울특별시 양천구 오목로 337-15,"(37.5254666, 126.8750733)",양천구
2390,해몽,3.4,서울특별시 양천구 오목로 345,"(37.5247755, 126.8758258)",양천구
2391,라헬의부엌,4.0,서울특별시 양천구 오목로 345 118-119호,"(37.5247755, 126.8758258)",양천구
2392,와인ZIP,-,서울특별시 양천구 오목로 345 B1 114호,"(37.5247755, 126.8758258)",양천구
2393,야키토리토리야,4.7,서울특별시 양천구 오목로 345 슬로우스퀘어 115호,"(37.5247755, 126.8758258)",양천구
2394,더브라운,-,서울특별시 양천구 오목로 354 목동센트럴푸르지오 상가101동 101호,"(37.5235882, 126.8765212)",양천구
2395,오희,-,서울특별시 양천구 오목로23길 7 1F,"(37.5248404, 126.8511159)",양천구
2396,파티세리소나,3.9,서울특별시 양천구 오목로34길 4,"(37.524434, 126.8554742)",양천구
