이름,평점,주소,좌표,구,위도,경도,Cluster
청우참치,4.5,서울특별시 강남구 강남대로 632,"(37.5182046, 127.019356)",강남구,37.518204600000004,127.019356,[0]
정돈,4.3,서울특별시 강남구 강남대로110길 26 1F,"(37.5035911, 127.0269451)",강남구,37.5035911,127.02694509999999,[0]
꼼다비뛰드,4.5,서울특별시 강남구 강남대로110길 62,"(37.5033264, 127.0294865)",강남구,37.5033264,127.0294865,[0]
노들강,4.4,서울특별시 강남구 강남대로114길 19,"(37.5061534, 127.0258181)",강남구,37.506153399999995,127.02581809999998,[0]
영동소금구이,4.4,서울특별시 강남구 강남대로124길 10 1F,"(37.5088173, 127.0234738)",강남구,37.5088173,127.02347379999999,[0]
야키토리묵,4.6,서울특별시 강남구 강남대로152길 23 B1,"(37.5176433, 127.021214)",강남구,37.517643299999996,127.02121399999999,[0]
목포집,4.3,서울특별시 강남구 강남대로152길 24,"(37.5174493, 127.0213987)",강남구,37.517449299999996,127.02139869999999,[0]
야사이마끼 쿠이신보,4.4,서울특별시 강남구 강남대로152길 62,"(37.5186497, 127.0242496)",강남구,37.518649700000005,127.0242496,[0]
칙피스,4.5,서울특별시 강남구 강남대로152길 69,"(37.5190769, 127.0247078)",강남구,37.519076899999995,127.0247078,[0]
콴안다오,4.5,서울특별시 강남구 강남대로156길 28-2 1F,"(37.5184448, 127.0214852)",강남구,37.5184448,127.0214852,[0]
삼창교자,4.4,서울특별시 강남구 강남대로156길 33,"(37.5188793, 127.021733)",강남구,37.518879299999995,127.02173300000001,[0]
신비갈비살,4.7,서울특별시 강남구 강남대로158길 15 1F,"(37.5190821, 127.0201081)",강남구,37.5190821,127.0201081,[0]
정돈 프리미엄,4.4,서울특별시 강남구 강남대로160길 28,"(37.5197151, 127.0210286)",강남구,37.5197151,127.02102859999998,[0]
테일러커피,4.3,서울특별시 강남구 강남대로160길 31 1F,"(37.5201201, 127.0211953)",강남구,37.5201201,127.0211953,[0]
오사카카레콘유,4.4,서울특별시 강남구 강남대로160길 49 1F,"(37.520621, 127.0225949)",강남구,37.520621000000006,127.0225949,[0]
레호이,4.5,서울특별시 강남구 강남대로162길 21,"(37.5201873, 127.0201706)",강남구,37.520187299999996,127.0201706,[0]
신사치킨클럽,4.5,서울특별시 강남구 강남대로162길 40 1F,"(37.52071189999999, 127.0219296)",강남구,37.5207119,127.02192959999998,[0]
양인환대,4.3,서울특별시 강남구 강남대로42길 17,"(37.48552189999999, 127.0353536)",강남구,37.485521899999995,127.03535359999998,[]
이디야커피랩,4.3,서울특별시 강남구 논현로 636,"(37.5104381, 127.032971)",강남구,37.5104381,127.03297099999999,[]
고급오복수산,4.3,서울특별시 강남구 논현로 854 B1,"(37.525194, 127.0288446)",강남구,37.525194,127.0288446,[0]
치즈룸,4.3,서울특별시 강남구 논현로 854 안다즈호텔 B1 112호,"(37.5254876, 127.0289201)",강남구,37.5254876,127.0289201,[0]
홍명,4.3,서울특별시 강남구 논현로131길 10,"(37.51449, 127.0294426)",강남구,37.51449,127.0294426,[0]
모노로그,4.3,서울특별시 강남구 논현로149길 31,"(37.5177083, 127.0260209)",강남구,37.517708299999995,127.0260209,[0]
탄광,4.3,서울특별시 강남구 논현로149길 52,"(37.51726, 127.0243276)",강남구,37.51726,127.02432759999998,[0]
미라이,4.8,서울특별시 강남구 논현로153길 24 끌레르빌 1F,"(37.5210505, 127.0261584)",강남구,37.5210505,127.0261584,[0]
일무레또,4.5,서울특별시 강남구 논현로157길 33,"(37.5217787, 127.0255222)",강남구,37.5217787,127.02552220000001,[0]
비스트로앤트로,4.4,서울특별시 강남구 논현로159길 12 1F,"(37.5231626, 127.0271514)",강남구,37.5231626,127.0271514,[0]
상석,4.7,서울특별시 강남구 논현로159길 15,"(37.5229059, 127.0268289)",강남구,37.5229059,127.02682890000001,[0]
압구정공주떡집,4.4,서울특별시 강남구 논현로161길 11,"(37.5233134, 127.0271902)",강남구,37.5233134,127.0271902,[0]
야스노야지로,4.4,서울특별시 강남구 논현로163길 13-5 1F,"(37.5236925, 127.0270529)",강남구,37.523692499999996,127.02705290000002,[0]
비플레이트 바이 브라운브레드,4.6,서울특별시 강남구 논현로24길 41,"(37.4820992, 127.0448649)",강남구,37.4820992,127.0448649,[1]
양재초밥,4.4,서울특별시 강남구 논현로26길 16 102호,"(37.482338, 127.044163)",강남구,37.482338,127.04416299999998,[1]
원스타 올드패션드 햄버거,4.5,서울특별시 강남구 논현로26길 23,"(37.482818, 127.0443559)",강남구,37.482818,127.04435590000001,[1]
DOMA,4.3,서울특별시 강남구 논현로26길 41 B1,"(37.4838292, 127.0453866)",강남구,37.4838292,127.04538659999999,[1]
차만다,4.4,서울특별시 강남구 논현로36길 19,"(37.4850344, 127.0433315)",강남구,37.485034399999996,127.0433315,[1]
이도,4.6,서울특별시 강남구 논현로75길 7 1F,"(37.4963572, 127.0382507)",강남구,37.496357200000006,127.03825069999999,[]
지아니스나폴리,4.4,서울특별시 강남구 논현로94길 15 B1,"(37.5026264, 127.0375403)",강남구,37.5026264,127.03754029999999,[3]
양궈푸마라탕,4.4,서울특별시 강남구 논현로94길 21 1F,"(37.50279039999999, 127.0379838)",강남구,37.502790399999995,127.03798379999999,[3]
파티세리바이가루하루,4.3,서울특별시 강남구 논현로94길 25-5 1F,"(37.5031773, 127.0380343)",강남구,37.5031773,127.03803429999999,[3]
이도곰탕,4.3,서울특별시 강남구 논현로94길 29-5,"(37.5033102, 127.0384205)",강남구,37.5033102,127.0384205,[3]
에빗,4.3,서울특별시 강남구 도곡로23길 33,"(37.4943938, 127.0386897)",강남구,37.4943938,127.0386897,[]
한강수,4.4,서울특별시 강남구 도곡로4길 10 2F,"(37.4892794, 127.0332698)",강남구,37.4892794,127.03326979999999,[]
껠끄쇼즈,4.6,서울특별시 강남구 도곡로70길 5,"(37.49695579999999, 127.05661)",강남구,37.496955799999995,127.05661,[]
땅코참숯구이,4.3,서울특별시 강남구 도곡로7길 28,"(37.4925367, 127.0343734)",강남구,37.4925367,127.03437340000002,[0]
왕스덕,4.7,서울특별시 강남구 도산대로 130 하림타워 B1,"(37.5171528, 127.0229665)",강남구,37.5171528,127.02296650000001,[0]
김수사,4.3,서울특별시 강남구 도산대로 132 해정빌딩 1F,"(37.5215969, 127.0357429)",강남구,37.5215969,127.0357429,[0]
은화계,4.4,서울특별시 강남구 도산대로 152,"(37.5181233, 127.025218)",강남구,37.51812329999999,127.025218,[0]
아이뽀유,4.3,서울특별시 강남구 도산대로 153,"(37.51883420000001, 127.0252121)",강남구,37.5188342,127.0252121,[0]
가온,4.6,서울특별시 강남구 도산대로 317 호림아트센터 MF,"(37.5225343, 127.0360176)",강남구,37.5225343,127.0360176,[0]
스시코우지,4.3,서울특별시 강남구 도산대로 404 퍼스트빌딩 2F,"(37.5229257, 127.0398356)",강남구,37.5229257,127.03983559999999,[0]
매덕스피자,4.6,서울특별시 강남구 도산대로15길 11 1F,"(37.5190215, 127.0237719)",강남구,37.5190215,127.0237719,[0]
효계,4.4,서울특별시 강남구 도산대로15길 15 1F,"(37.51915990000001, 127.0237361)",강남구,37.5191599,127.02373610000001,[0]
길버트버거앤프라이즈,4.3,서울특별시 강남구 도산대로15길 47 B1,"(37.521227, 127.023199)",강남구,37.521227,127.023199,[0]
와라야키 쿠이신보,4.6,서울특별시 강남구 도산대로15길 6 대화빌딩,"(37.5107654, 127.0642405)",강남구,37.5107654,127.0642405,[2]
하쿠시,4.4,서울특별시 강남구 도산대로16길 6-10,"(37.5172231, 127.023784)",강남구,37.5172231,127.023784,[0]
새들러하우스,4.5,서울특별시 강남구 도산대로17길 10 B1,"(37.5193417, 127.024908)",강남구,37.5193417,127.02490800000001,[0]
스쿠로,4.3,서울특별시 강남구 도산대로17길 31 1F,"(37.5206822, 127.0240036)",강남구,37.5206822,127.02400359999999,[0]
SOOT,4.4,서울특별시 강남구 도산대로23길 7,"(37.5196043, 127.0259385)",강남구,37.5196043,127.0259385,[0]
스시타츠,4.3,서울특별시 강남구 도산대로28길 18 청림빌딩 1F,"(37.5180272, 127.0281988)",강남구,37.518027200000006,127.02819879999998,[0]
볼피노리스토란테,4.3,서울특별시 강남구 도산대로45길 10-7,"(37.5234529, 127.0363994)",강남구,37.523452899999995,127.0363994,[0]
가디록,4.8,서울특별시 강남구 도산대로45길 18-4 2F,"(37.5236957, 127.0357877)",강남구,37.523695700000005,127.03578770000001,[0]
스시선수,4.4,서울특별시 강남구 도산대로45길 6 호림아트센터 2빌딩,"(37.5225343, 127.0360176)",강남구,37.5225343,127.0360176,[0]
갓포아키,4.5,서울특별시 강남구 도산대로45길 8-3 쿠키빌딩,"(37.522981, 127.0362143)",강남구,37.522981,127.0362143,[0]
효도치킨,4.3,서울특별시 강남구 도산대로46길 21 한진로즈힐아파트상가 101동 120호,"(37.5206804, 127.0371595)",강남구,37.5206804,127.0371595,[0]
어물전 청,4.4,서울특별시 강남구 도산대로49길 16-7 1F,"(37.5240631, 127.0376394)",강남구,37.5240631,127.0376394,[0]
우가,4.3,서울특별시 강남구 도산대로49길 22 B1,"(37.5243274, 127.0373475)",강남구,37.5243274,127.03734750000001,[0]
미트업,4.5,서울특별시 강남구 도산대로49길 30 2F,"(37.5248578, 127.0372004)",강남구,37.5248578,127.03720039999999,[0]
꽁티드툴레아,4.4,서울특별시 강남구 도산대로49길 39 2F,"(37.5255247, 127.0368785)",강남구,37.525524700000005,127.03687849999999,[0]
알고리즘,4.4,서울특별시 강남구 도산대로49길 8 2F,"(37.5233162, 127.0374228)",강남구,37.523316200000004,127.03742279999999,[0]
리틀넥,4.3,서울특별시 강남구 도산대로51길 17,"(37.5241748, 127.0377523)",강남구,37.5241748,127.03775230000001,[0]
최가네버섯샤브매운탕칼국수,4.4,서울특별시 강남구 도산대로51길 36,"(37.52541920000001, 127.0381911)",강남구,37.5254192,127.03819109999999,[0]
다운타우너,4.3,서울특별시 강남구 도산대로53길 14 1F,"(37.52396969999999, 127.0385581)",강남구,37.5239697,127.0385581,[0]
소이연남마오,4.6,서울특별시 강남구 도산대로53길 30,"(37.5251232, 127.0389133)",강남구,37.5251232,127.03891329999999,[0]
제스트,4.5,서울특별시 강남구 도산대로55길 26 하늘빌딩 1F,"(37.4849347, 127.0351052)",강남구,37.484934700000004,127.03510520000002,[]
르챔버,4.4,서울특별시 강남구 도산대로55길 42 B1,"(37.5262178, 127.0411133)",강남구,37.5262178,127.04111329999999,[0]
파스토,4.4,서울특별시 강남구 도산대로62길 17 B1,"(37.5222242, 127.0430876)",강남구,37.522224200000004,127.04308759999999,[0]
스시카나에,4.7,서울특별시 강남구 도산대로75길 15 노노빌딩 2F,"(37.5251521, 127.045702)",강남구,37.5251521,127.045702,[0]
페어링룸,4.4,서울특별시 강남구 도산대로81길 14 1F,"(37.5253495, 127.0478264)",강남구,37.5253495,127.04782639999999,[0]
파불라,4.3,서울특별시 강남구 도산대로81길 51 루미안빌딩 1F,"(37.5271242, 127.045714)",강남구,37.5271242,127.04571399999999,[0]
스시장종현,4.3,서울특별시 강남구 도산대로85길 13 2F,"(37.5254846, 127.048947)",강남구,37.5254846,127.048947,[0]
쁠로13,4.3,서울특별시 강남구 도산대로8길 13 1F,"(37.5161037, 127.0223291)",강남구,37.5161037,127.0223291,[0]
청담테라,4.3,서울특별시 강남구 도산대로90길 13 1F,"(37.5234472, 127.0491482)",강남구,37.5234472,127.0491482,"[0, 18]"
살루쪼,4.3,서울특별시 강남구 봉은사로57길 6,"(37.5112764, 127.0454217)",강남구,37.5112764,127.04542169999999,[]
마이니치라멘,4.5,서울특별시 강남구 봉은사로61길 17 1F,"(37.5121793, 127.0460991)",강남구,37.51217929999999,127.04609909999999,[]
페리지,4.4,서울특별시 강남구 봉은사로68길 6-5 1F,"(37.5112108, 127.0494663)",강남구,37.51121079999999,127.04946629999999,[]
비야게레로,4.4,서울특별시 강남구 봉은사로78길 12 101호,"(37.511924, 127.0527715)",강남구,37.511924,127.0527715,[]
능라도,4.3,서울특별시 강남구 삼성로 534 1F,"(37.5096357, 127.0555218)",강남구,37.509635700000004,127.0555218,[]
흐비지떼,4.4,서울특별시 강남구 삼성로107길 34,"(37.5108275, 127.0512108)",강남구,37.510827500000005,127.0512108,[]
익스퀴진,4.4,서울특별시 강남구 삼성로140길 6 라파빌딩,"(37.52099949999999, 127.0496533)",강남구,37.5209995,127.0496533,[0]
슬로우치즈,4.6,서울특별시 강남구 삼성로145길 13,"(37.5223412, 127.0469687)",강남구,37.5223412,127.0469687,[0]
스기타마,4.5,서울특별시 강남구 삼성로147길 8 101호,"(37.5223938, 127.0474635)",강남구,37.522393799999996,127.0474635,[0]
화이트와인개러지,4.5,서울특별시 강남구 삼성로149길 7 B1,"(37.5231796, 127.0469161)",강남구,37.523179600000006,127.04691609999999,[0]
모찌방,4.3,서울특별시 강남구 삼성로75길 41,"(37.5024807, 127.0548791)",강남구,37.5024807,127.0548791,[]
몰타참치,4.3,서울특별시 강남구 삼성로85길 26,"(37.5050305, 127.0549725)",강남구,37.5050305,127.0549725,[18]
고메램,4.4,서울특별시 강남구 삼성로96길 15 송영빌딩,"(37.509071, 127.0571023)",강남구,37.509071,127.05710230000001,[2]
봉밀가,4.5,서울특별시 강남구 선릉로 664,"(37.5158337, 127.0422812)",강남구,37.51583370000001,127.04228119999999,[0]
다로베,4.5,서울특별시 강남구 선릉로 757 1F,"(37.5221882, 127.038995)",강남구,37.5221882,127.038995,[0]
밍글스,4.3,서울특별시 강남구 선릉로 757 힐탑빌딩 2F,"(37.5221882, 127.038995)",강남구,37.5221882,127.038995,[0]
메종드라카테고리,4.3,서울특별시 강남구 선릉로 826 송은아트스페이스,"(37.5255399, 127.0401886)",강남구,37.5255399,127.0401886,[0]
스시키,4.6,서울특별시 강남구 선릉로107길 3-4 운경빌딩 1F,"(37.5088515, 127.0438408)",강남구,37.5088515,127.04384080000001,[]
젠제로,4.5,서울특별시 강남구 선릉로126길 14 예우빌딩,"(37.5152892, 127.0432665)",강남구,37.515289200000005,127.0432665,[0]
노란상소갈비,4.4,서울특별시 강남구 선릉로131길 22 1F,"(37.5174781, 127.0391663)",강남구,37.517478100000005,127.03916629999999,[0]
해목,4.4,서울특별시 강남구 선릉로145길 14,"(37.5214472, 127.0382828)",강남구,37.521447200000004,127.0382828,[0]
시고로,4.5,서울특별시 강남구 선릉로146길 27-3 2F,"(37.5220433, 127.0420027)",강남구,37.52204329999999,127.0420027,[0]
레스토랑오와이,4.7,서울특별시 강남구 선릉로148길 48-12 B1,"(37.5221931, 127.043252)",강남구,37.5221931,127.043252,[0]
남산터,4.4,서울특별시 강남구 선릉로152길 10 1F,"(37.5239832, 127.0403296)",강남구,37.5239832,127.04032959999999,[0]
까폼,4.5,서울특별시 강남구 선릉로153길 18 B1,"(37.5248317, 127.0379757)",강남구,37.52483170000001,127.0379757,[0]
카츠바이콘반,4.5,서울특별시 강남구 선릉로153길 36,"(37.52478869999999, 127.0364524)",강남구,37.5247887,127.0364524,[0]
이치에,4.5,서울특별시 강남구 선릉로155길 23-3 2F,"(37.5253356, 127.0376706)",강남구,37.525335600000005,127.0376706,[0]
구들,4.5,서울특별시 강남구 선릉로155길 26,"(37.5257484, 127.037568)",강남구,37.5257484,127.037568,[0]
야키토리파노,4.4,서울특별시 강남구 선릉로157길 13-5 1F,"(37.5256355, 127.038642)",강남구,37.5256355,127.038642,[0]
정식당,4.4,서울특별시 강남구 선릉로158길 11 2F,"(37.5256192, 127.0410689)",강남구,37.5256192,127.0410689,[0]
BISTROT de YOUNTVILLE,4.6,서울특별시 강남구 선릉로158길 13-7 이안빌딩 1F,"(37.526034, 127.0412231)",강남구,37.526034,127.0412231,[0]
고트델리,4.5,서울특별시 강남구 선릉로161길 17 1F,"(37.5272337, 127.0389428)",강남구,37.527233700000004,127.0389428,[0]
시라카와,4.8,서울특별시 강남구 선릉로161길 7 1F,"(37.52693, 127.0396096)",강남구,37.52693,127.03960959999999,[0]
티톨로,4.3,서울특별시 강남구 선릉로162길 27-3 1F,"(37.5266555, 127.0430853)",강남구,37.5266555,127.04308529999999,[0]
알고기,4.3,서울특별시 강남구 선릉로162길 51,"(37.5261268, 127.0447868)",강남구,37.5261268,127.0447868,[0]
외고집설렁탕,4.4,서울특별시 강남구 선릉로64길 15 알앤텍빌딩 1F,"(37.5110777, 127.0542654)",강남구,37.5110777,127.0542654,[]
농민백암순대,4.5,서울특별시 강남구 선릉로86길 40-4,"(37.50369269999999, 127.0529694)",강남구,37.5036927,127.05296940000001,[]
장스테이크,4.4,서울특별시 강남구 압구정로 314 요한빌딩 5F,"(37.526763, 127.0376871)",강남구,37.526763,127.0376871,[0]
쇼토,4.6,서울특별시 강남구 압구정로18길 14-6 1F,"(37.5238085, 127.0242966)",강남구,37.5238085,127.0242966,[0]
엘이베리코,4.4,서울특별시 강남구 압구정로28길 22-7 1F,"(37.5249503, 127.0269336)",강남구,37.52495029999999,127.02693359999999,[0]
로바타탄요,4.7,서울특별시 강남구 압구정로28길 49 109호,"(37.5232185, 127.0276994)",강남구,37.5232185,127.02769939999999,[0]
씨네드쉐프,4.3,서울특별시 강남구 압구정로30길 45 CGV신관 B5,"(37.5244988, 127.0288659)",강남구,37.524498799999996,127.0288659,[0]
일리조,4.7,서울특별시 강남구 압구정로42길 23 1F,"(37.5272764, 127.0352359)",강남구,37.5272764,127.03523590000002,[0]
스시인,4.3,서울특별시 강남구 압구정로42길 49 3F,"(37.5256156, 127.0345445)",강남구,37.5256156,127.03454450000001,[0]
테스트키친,4.4,서울특별시 강남구 압구정로46길 67 1F,"(37.5242854, 127.036503)",강남구,37.5242854,127.036503,[0]
골드피쉬딤섬퀴진,4.3,서울특별시 강남구 압구정로48길 35 투구빌딩 2F,"(37.5260204, 127.037079)",강남구,37.5260204,127.037079,[0]
백곰막걸리앤양조장,4.4,서울특별시 강남구 압구정로48길 39,"(37.5258965, 127.0370649)",강남구,37.5258965,127.0370649,[0]
패티앤베지스,4.4,서울특별시 강남구 압구정로4길 11 1F,"(37.5220128, 127.0202779)",강남구,37.5220128,127.02027790000001,[0]
인딕 슬로우,4.7,서울특별시 강남구 압구정로4길 13 1F,"(37.5218699, 127.0203205)",강남구,37.5218699,127.02032050000001,[0]
삐아프,4.7,서울특별시 강남구 압구정로4길 27-3,"(37.5215144, 127.0206883)",강남구,37.521514399999994,127.02068829999999,[0]
우마텐,4.3,서울특별시 강남구 압구정로50길 5-12 B1,"(37.5275573, 127.0392973)",강남구,37.5275573,127.0392973,[0]
양식당더램키친,4.3,서울특별시 강남구 압구정로8길 5,"(37.5229876, 127.0213388)",강남구,37.5229876,127.02133880000001,[0]
뀌쏭82,4.4,서울특별시 강남구 양재천로 167 아성빌딩 1F,"(37.4815826, 127.0446791)",강남구,37.4815826,127.0446791,[1]
오스테리아꼬또,4.3,서울특별시 강남구 언주로 165길 7-12,"(37.5250667, 127.0322222)",강남구,37.5250667,127.0322222,[0]
PDR,4.4,서울특별시 강남구 언주로134길 24 2F,"(37.51675520000001, 127.0375874)",강남구,37.516755200000006,127.0375874,[0]
맛짱조개,4.8,서울특별시 강남구 언주로136길 10,"(37.5171236, 127.0363553)",강남구,37.517123600000005,127.03635530000001,[0]
쎄쎄종,4.6,서울특별시 강남구 언주로146길 39 주영빌딩 1F,"(37.5206526, 127.0380761)",강남구,37.5206526,127.0380761,[0]
호루몬규상,4.6,서울특별시 강남구 언주로148길 14 다동 103호,"(37.5202946, 127.0359457)",강남구,37.5202946,127.0359457,[0]
영동민물장어,4.6,서울특별시 강남구 언주로148길 8 B1,"(37.5202787, 127.0353237)",강남구,37.5202787,127.03532369999999,[0]
키겐,4.6,서울특별시 강남구 언주로150길 51 B1,"(37.5221261, 127.038334)",강남구,37.5221261,127.038334,[0]
온리고,4.4,서울특별시 강남구 언주로151길 20 웅빌딩 1F 101호,"(37.5218434, 127.0316393)",강남구,37.5218434,127.0316393,[0]
스시 시미즈,4.6,서울특별시 강남구 언주로152길 11-3 B1,"(37.5229002, 127.0344856)",강남구,37.5229002,127.0344856,[0]
켄,4.6,서울특별시 강남구 언주로152길 15-3 2F,"(37.5229874, 127.0347843)",강남구,37.5229874,127.03478429999998,[0]
마르셀 (휴업중),4.3,서울특별시 강남구 언주로152길 15-6,"(37.5231962, 127.0348687)",강남구,37.52319620000001,127.03486869999999,[0]
코슌,4.6,서울특별시 강남구 언주로153길 14 2F,"(37.5228682, 127.032004)",강남구,37.522868200000005,127.032004,[0]
라미띠에,4.4,서울특별시 강남구 언주로153길 7 2F,"(37.5226172, 127.0324914)",강남구,37.5226172,127.03249140000001,[0]
따띠따띠,4.5,서울특별시 강남구 언주로157길 6 1F,"(37.5239826, 127.0324161)",강남구,37.523982600000004,127.03241609999998,[0]
파넬카페,4.3,서울특별시 강남구 언주로164길 14 1-2F,"(37.5251544, 127.034564)",강남구,37.5251544,127.03456399999999,[0]
임프레션 (휴업중),4.4,서울특별시 강남구 언주로164길 24 5F,"(37.5253915, 127.0354683)",강남구,37.5253915,127.03546829999999,[0]
롸카두들내쉬빌핫치킨,4.5,서울특별시 강남구 언주로164길 35-3,"(37.525566, 127.0364243)",강남구,37.525566,127.03642430000001,[0]
파씨오네,4.7,서울특별시 강남구 언주로164길 39,"(37.5254163, 127.0367351)",강남구,37.525416299999996,127.0367351,[0]
가담,4.6,서울특별시 강남구 언주로167길 35 옥산빌딩,"(37.5263184, 127.0302711)",강남구,37.5263184,127.0302711,[0]
보트르메종,4.5,서울특별시 강남구 언주로168길 16 청담스퀘어 2F 224호,"(37.5231159, 127.0419539)",강남구,37.5231159,127.04195390000001,[0]
있을재,4.4,서울특별시 강남구 언주로168길 19,"(37.5263192, 127.0352007)",강남구,37.5263192,127.0352007,[0]
묵전,4.3,서울특별시 강남구 언주로168길 22,"(37.5260554, 127.0353364)",강남구,37.5260554,127.0353364,[0]
핀즈,4.3,서울특별시 강남구 언주로168길 32 2F,"(37.5258659, 127.0361738)",강남구,37.5258659,127.03617379999999,[0]
아스트랄,4.5,서울특별시 강남구 언주로168길 32 2F,"(37.5258659, 127.0361738)",강남구,37.5258659,127.03617379999999,[0]
갓포마코토,4.4,서울특별시 강남구 언주로168길 5 2F,"(37.526579, 127.0340173)",강남구,37.526579,127.0340173,[0]
보타르가,4.4,서울특별시 강남구 언주로170길 16 1F,"(37.5267022, 127.0349842)",강남구,37.5267022,127.0349842,[0]
권숙수,4.4,서울특별시 강남구 언주로170길 27 4F,"(37.5267429, 127.0358887)",강남구,37.5267429,127.03588870000002,[0]
선데이버거클럽,4.3,서울특별시 강남구 언주로170길 37 201호,"(37.5266055, 127.0367175)",강남구,37.5266055,127.03671750000001,[0]
농민백암왕순대,4.6,서울특별시 강남구 역삼로3길 20-4,"(37.4948791, 127.0314787)",강남구,37.494879100000006,127.03147870000001,[0]
뽕나무쟁이,4.3,서울특별시 강남구 역삼로65길 31 1F,"(37.5031613, 127.0519876)",강남구,37.503161299999995,127.05198759999999,[]
세드라,4.3,서울특별시 강남구 역삼로67길 15,"(37.5023163, 127.0527945)",강남구,37.5023163,127.0527945,[]
판동면옥,4.4,서울특별시 강남구 역삼로77길 5,"(37.5028148, 127.0563135)",강남구,37.502814799999996,127.0563135,[]
길목,4.5,서울특별시 강남구 영동대로129길 10,"(37.5189901, 127.0563904)",강남구,37.5189901,127.05639040000001,[]
뜨락,4.3,서울특별시 강남구 영동대로142길 13-3,"(37.5243761, 127.0555386)",강남구,37.5243761,127.05553859999999,[]
중앙해장,4.5,서울특별시 강남구 영동대로86길 17 육인빌딩,"(37.5082379, 127.0653515)",강남구,37.5082379,127.06535149999999,[2]
모퉁이우Ripe,4.3,서울특별시 강남구 영동대로96길 26 9F,"(37.5109071, 127.0648161)",강남구,37.5109071,127.06481609999999,[2]
알라보,4.4,서울특별시 강남구 테헤란로 129 강남N타워 1F,"(37.4997777, 127.0324107)",강남구,37.4997777,127.03241070000001,[0]
모터시티,4.4,서울특별시 강남구 테헤란로 142 아크플레이스 어반스코트 1F,"(37.4997116, 127.0349567)",강남구,37.499711600000005,127.03495670000001,[3]
경천애인 2237,4.4,서울특별시 강남구 테헤란로 421,"(37.5059362, 127.0525135)",강남구,37.5059362,127.0525135,[]
챔프커피,4.6,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,"(37.5086154, 127.0597808)",강남구,37.5086154,127.0597808,[2]
허머스키친,4.3,서울특별시 강남구 테헤란로 521,"(37.5091322, 127.0608511)",강남구,37.5091322,127.0608511,[2]
크라이치즈버거,4.3,서울특별시 강남구 테헤란로 620 미래에셋벤처타워,"(37.5090055, 127.0652677)",강남구,37.5090055,127.06526770000002,[2]
대우부대찌개,4.4,서울특별시 강남구 테헤란로25길 34,"(37.5027159, 127.0352647)",강남구,37.5027159,127.03526470000001,[3]
고갯마루집,4.3,서울특별시 강남구 테헤란로28길 27,"(37.4993626, 127.0394064)",강남구,37.4993626,127.0394064,[3]
바게트K,4.3,서울특별시 강남구 테헤란로34길 21-10,"(37.5002567, 127.0414329)",강남구,37.5002567,127.04143290000002,[3]
쏭타이,4.5,서울특별시 강남구 테헤란로39길 51 1F 102호,"(37.5056471, 127.0402545)",강남구,37.505647100000004,127.04025449999999,[3]
사케바현,4.4,서울특별시 강남구 테헤란로39길 55  1F,"(37.5059519, 127.040056)",강남구,37.5059519,127.040056,[3]
강남진해장,4.3,서울특별시 강남구 테헤란로5길 11,"(37.4994553, 127.0292471)",강남구,37.499455299999994,127.02924709999999,[0]
하나샤부정,4.4,서울특별시 강남구 테헤란로81길 62,"(37.5105149, 127.0558343)",강남구,37.5105149,127.05583429999999,[2]
Ebt,4.6,서울특별시 강남구 테헤란로87길 58 코엑스 B I103호,"(37.5101935, 127.0585824)",강남구,37.5101935,127.0585824,[2]
부타이,4.5,서울특별시 강남구 테헤란로88길 22 B1,"(37.5061296, 127.0600269)",강남구,37.5061296,127.06002690000001,[2]
육전식당,4.4,서울특별시 강남구 테헤란로8길 11-4 신도빌딩 1F,"(37.4980164, 127.0320218)",강남구,37.4980164,127.03202179999998,[0]
와려,4.6,서울특별시 강남구 테헤란로98길 28 2F 2호,"(37.5065021, 127.0627944)",강남구,37.5065021,127.06279440000002,[2]
논현장어,4.4,서울특별시 강남구 학동로 106,"(37.51108000000001, 127.0226118)",강남구,37.51108,127.0226118,[0]
진미평양냉면,4.5,서울특별시 강남구 학동로 305-3,"(37.5161072, 127.0360301)",강남구,37.51610720000001,127.03603009999999,[0]
스시 나미키,4.4,서울특별시 강남구 학동로 338 강남파라곤 S동 1F 103호,"(37.5164645, 127.0400498)",강남구,37.516464500000005,127.04004979999999,[0]
알라프리마,4.8,서울특별시 강남구 학동로17길 13 1F,"(37.5135246, 127.0260051)",강남구,37.513524600000004,127.02600509999999,[0]
북해도목장,4.4,서울특별시 강남구 학동로2길 34,"(37.5092254, 127.0230285)",강남구,37.5092254,127.0230285,[0]
리북집,4.3,서울특별시 강남구 학동로2길 47,"(37.50858729999999, 127.0236601)",강남구,37.508587299999995,127.0236601,[0]
수묵당,4.4,서울특별시 강남구 학동로53길 20,"(37.5184075, 127.0399926)",강남구,37.5184075,127.03999259999999,[0]
무오키,4.3,서울특별시 강남구 학동로55길 12-12,"(37.5189698, 127.0422219)",강남구,37.5189698,127.0422219,[0]
리틀앤머치 (휴업중),4.4,서울특별시 강남구 학동로56길 49 성림빌딩 1F,"(37.5139868, 127.0435202)",강남구,37.5139868,127.0435202,[0]
톡톡,4.5,서울특별시 강남구 학동로97길 41  리유빌딩 3F,"(37.52237119999999, 127.0542979)",강남구,37.52237120000001,127.05429790000001,[0]
빠오즈푸,4.4,서울특별시 광진구 광나루로 373,"(37.5481363, 127.0715056)",광진구,37.548136299999996,127.07150559999998,[18]
