이름,평점,주소,좌표,구,위도,경도,Cluster
네키드윙즈,4.4,서울특별시 용산구 녹사평대로 174-11,"(37.5337848, 126.9893551)",용산구,37.5337848,126.9893551,[33]
맥파이,4.1,서울특별시 용산구 녹사평대로 244-1,"(37.5394055, 126.9874586)",용산구,37.5394055,126.98745859999998,[33]
내추럴하이,4.4,서울특별시 용산구 녹사평대로 248 1F,"(37.539719, 126.9875618)",용산구,37.539719,126.9875618,[33]
르페셰미뇽,4.4,서울특별시 용산구 녹사평대로40가길 3-3 2F,"(37.5352166, 126.9876781)",용산구,37.535216600000005,126.9876781,[33]
페트라,4.4,서울특별시 용산구 녹사평대로40길 33,"(37.5346319, 126.9876838)",용산구,37.534631899999994,126.9876838,[33]
코레아노스키친,4.3,서울특별시 용산구 녹사평대로40길 46,"(37.5343659, 126.9881864)",용산구,37.5343659,126.9881864,[33]
지노스뉴욕피자,4.3,서울특별시 용산구 녹사평대로40길 46 2F,"(37.5343659, 126.9881864)",용산구,37.5343659,126.9881864,[33]
이태원소주집,4.5,서울특별시 용산구 녹사평대로40길 46 2F,"(37.5343659, 126.9881864)",용산구,37.5343659,126.9881864,[33]
매니멀스모크하우스,4.3,서울특별시 용산구 녹사평대로40길 47,"(37.5344824, 126.9884314)",용산구,37.534482399999995,126.9884314,[33]
누랑즈뉘,4.4,서울특별시 용산구 녹사평대로46길 34-2,"(37.5374098, 126.9886329)",용산구,37.5374098,126.98863290000001,[33]
제주식당,4.2,서울특별시 용산구 대사관로 48,"(37.5333159, 127.0034163)",용산구,37.5333159,127.0034163,[33]
시멘트,4.7,서울특별시 용산구 대사관로11길 57,"(37.5358184, 127.0012094)",용산구,37.535818400000004,127.00120940000001,[33]
Pussy Foot Saloon,4.4,서울특별시 용산구 대사관로31길 7-6,"(37.5339341, 127.0055601)",용산구,37.5339341,127.0055601,[33]
한방통닭,4.4,서울특별시 용산구 대사관로34길 38,"(37.5315144, 127.0055198)",용산구,37.5315144,127.00551979999999,[33]
샐러드셀러,4.7,서울특별시 용산구 대사관로5길 28,"(37.535405, 127.0003799)",용산구,37.535405,127.00037990000001,[33]
아러바우트,4.1,서울특별시 용산구 대사관로8길 15,"(37.5332833, 127.0008314)",용산구,37.5332833,127.0008314,[33]
부첼리하우스,4.4,서울특별시 용산구 독서당로 122-1,"(37.5368135, 127.0127126)",용산구,37.5368135,127.01271259999999,[33]
쥬에,4.7,서울특별시 용산구 독서당로 124-7,"(37.5374483, 127.0127789)",용산구,37.537448299999994,127.01277890000001,[33]
미트로칼,4.5,서울특별시 용산구 독서당로 39 신성미소시티 1동 107-2호,"(37.531538, 127.0070334)",용산구,37.531538,127.0070334,[33]
밥한끼,4.2,서울특별시 용산구 독서당로 65-3,"(37.5339014, 127.0078936)",용산구,37.5339014,127.0078936,[33]
한와담블랙,4.3,서울특별시 용산구 독서당로 67,"(37.5338278, 127.0081333)",용산구,37.5338278,127.00813329999998,[33]
엘초코데떼레노,4.3,서울특별시 용산구 독서당로 73 성아맨숀 1F,"(37.5340393, 127.0084675)",용산구,37.534039299999996,127.00846750000001,[33]
애프터8,4.4,서울특별시 용산구 독서당로 81-1 2F,"(37.5345975, 127.0095522)",용산구,37.5345975,127.00955220000002,[33]
알레즈,4.5,서울특별시 용산구 독서당로 89,"(37.5347269, 127.0102656)",용산구,37.534726899999995,127.0102656,[33]
REVEAT,4.5,서울특별시 용산구 독서당로29길 6 1F,"(37.531037, 127.0073568)",용산구,37.531037,127.0073568,[33]
구복만두,4.1,서울특별시 용산구 두텁바위로 7,"(37.5453777, 126.9729766)",용산구,37.5453777,126.97297659999998,[50]
스티키리키,4.4,서울특별시 용산구 두텁바위로1길 28,"(37.5456554, 126.9739223)",용산구,37.5456554,126.9739223,[50]
원효림,4.3,서울특별시 용산구 백범로 322-1,"(37.5381742, 126.9647486)",용산구,37.5381742,126.96474860000001,[50]
이치즈,4.4,서울특별시 용산구 백범로 341 리첸시아 103동 109호,"(37.5382047, 126.9672214)",용산구,37.5382047,126.96722140000001,[50]
Meatique,4.3,서울특별시 용산구 백범로87길 28 미트랩 2F,"(37.53866319999999, 126.9685323)",용산구,37.5386632,126.96853229999999,[50]
몽탄,4.3,서울특별시 용산구 백범로99길 50,"(37.535959, 126.9722312)",용산구,37.535959000000005,126.9722312,[51]
용산양꼬치,4.5,서울특별시 용산구 백범로99길 60 1F,"(37.5357919, 126.9728083)",용산구,37.5357919,126.97280829999998,[51]
플랜트,4.4,서울특별시 용산구 보광로 117 2F,"(37.5331073, 126.9942193)",용산구,37.5331073,126.9942193,[33]
하시엔다,4.4,서울특별시 용산구 보광로 59길 10,"(37.534003, 126.9934842)",용산구,37.534003000000006,126.9934842,[33]
베쓰푸틴,4.1,서울특별시 용산구 보광로 72,"(37.5298935, 126.9974292)",용산구,37.5298935,126.99742920000001,[33]
단골집,4.1,서울특별시 용산구 보광로59길 14-1 2F,"(37.53402, 126.9932656)",용산구,37.53402,126.9932656,[33]
쟈니덤플링,4.1,서울특별시 용산구 보광로59길 33,"(37.5337903, 126.9921135)",용산구,37.5337903,126.9921135,[33]
박소린두깜풍,4.6,서울특별시 용산구 보광로59길 9,"(37.5338251, 126.9934368)",용산구,37.5338251,126.9934368,[33]
창성옥,4.1,서울특별시 용산구 새창로 124-10,"(37.5363473, 126.960395)",용산구,37.5363473,126.96039499999999,[]
서울케밥,4.7,서울특별시 용산구 새창로 181 선인상가 1F 11호,"(37.5327946, 126.9643449)",용산구,37.5327946,126.9643449,[51]
손문,4.3,서울특별시 용산구 새창로 213-9,"(37.5307564, 126.9674862)",용산구,37.5307564,126.9674862,[51]
뽀르누서울,4.4,서울특별시 용산구 서빙고로91나길 46 1F,"(37.523528, 126.9978923)",용산구,37.523528000000006,126.99789229999999,[]
바이두부,4.4,서울특별시 용산구 소월로20길 10,"(37.5460221, 126.9851827)",용산구,37.5460221,126.98518270000001,[33]
우라만,4.3,서울특별시 용산구 소월로38길 25 1F,"(37.5432312, 126.990392)",용산구,37.5432312,126.99039199999999,[33]
피자오,4.2,서울특별시 용산구 신흥로 15-1,"(37.5399924, 126.986456)",용산구,37.5399924,126.986456,[33]
팻캣,4.3,서울특별시 용산구 신흥로 28,"(37.5409412, 126.9870791)",용산구,37.5409412,126.9870791,[33]
쿠촐로오스테리아,4.4,서울특별시 용산구 신흥로 30-1,"(37.5411428, 126.9871635)",용산구,37.541142799999996,126.9871635,[33]
모로코코 카페,4.4,서울특별시 용산구 신흥로 34,"(37.5458733, 126.9821518)",용산구,37.5458733,126.9821518,[33]
카사블랑카,4.4,서울특별시 용산구 신흥로 35,"(37.5416063, 126.9870995)",용산구,37.5416063,126.98709950000001,[33]
라구,4.4,서울특별시 용산구 신흥로 42,"(37.54214220000001, 126.9874951)",용산구,37.5421422,126.98749509999999,[33]
꼼모아,4.1,서울특별시 용산구 신흥로 56,"(37.5434828, 126.9876897)",용산구,37.5434828,126.98768970000002,[33]
팟카파우,4.2,서울특별시 용산구 신흥로 95-21 1F,"(37.5449878, 126.9849818)",용산구,37.544987799999994,126.9849818,[33]
뭉실이산도,4.1,서울특별시 용산구 신흥로 97-6,"(37.5451578, 126.9848482)",용산구,37.5451578,126.9848482,[33]
노아,4.4,서울특별시 용산구 신흥로 98,"(37.5453263, 126.9847407)",용산구,37.5453263,126.98474070000002,[33]
오파토,4.1,서울특별시 용산구 신흥로12길 1 1F,"(37.5434504, 126.9877931)",용산구,37.5434504,126.98779309999999,[33]
Ori,4.3,서울특별시 용산구 신흥로12길 4,"(37.5433046, 126.9879151)",용산구,37.543304600000006,126.98791509999998,[33]
더백푸드트럭,4.2,서울특별시 용산구 신흥로20길 45 1-3F,"(37.5474653, 126.9839976)",용산구,37.5474653,126.98399760000001,[33]
보니스피자펍,4.4,서울특별시 용산구 신흥로3길 2,"(37.5411489, 126.9869201)",용산구,37.5411489,126.98692009999999,[33]
사테,4.3,서울특별시 용산구 신흥로3길 7 1F,"(37.5411244, 126.9865844)",용산구,37.5411244,126.9865844,[33]
어제의 카레,4.2,서울특별시 용산구 우사단로 2-1 1F,"(37.5305523, 126.9969101)",용산구,37.5305523,126.99691010000001,[33]
사실주의베이컨,4.2,서울특별시 용산구 우사단로 31-1 1F,"(37.5330147, 126.9954085)",용산구,37.5330147,126.9954085,[33]
살선생,4.3,서울특별시 용산구 우사단로10길 51 1F,"(37.5327457, 126.9983199)",용산구,37.53274570000001,126.9983199,[33]
우사단고기,4.3,서울특별시 용산구 우사단로10길 58-1,"(37.5323833, 126.9986246)",용산구,37.5323833,126.9986246,[33]
아날로그소사이어티키친,4.2,서울특별시 용산구 우사단로2길 19 1F,"(37.5305715, 126.9978942)",용산구,37.5305715,126.9978942,[33]
끌라시끄,4.2,서울특별시 용산구 우사단로4길 28,"(37.5313561, 126.998196)",용산구,37.531356099999996,126.998196,[33]
부송국수,4.2,서울특별시 용산구 원효로25길 1,"(37.5327698, 126.9534432)",용산구,37.5327698,126.95344320000001,[]
쎄니에,4.6,서울특별시 용산구 원효로83길 7-6 1F,"(37.5399339, 126.967638)",용산구,37.5399339,126.967638,[50]
바마셀,4.1,서울특별시 용산구 원효로89길 12,"(37.5406695, 126.9686055)",용산구,37.5406695,126.9686055,[50]
오츠커피,4.5,서울특별시 용산구 원효로89길 13-12,"(37.540371, 126.9677508)",용산구,37.540371,126.96775079999999,[50]
푸에고,4.5,서울특별시 용산구 유엔빌리지길 14,"(37.53393210000001, 127.0098223)",용산구,37.5339321,127.0098223,[33]
스즈란테이,4.4,서울특별시 용산구 이촌로 245 로얄상가 B1,"(37.6055506, 127.06239)",용산구,37.6055506,127.06239,[]
동빙고,4.1,서울특별시 용산구 이촌로 319,"(37.5186483, 126.9823443)",용산구,37.518648299999995,126.9823443,[]
오근내 닭갈비,4.2,서울특별시 용산구 이촌로29길 15,"(37.5244943, 126.9596906)",용산구,37.52449429999999,126.9596906,[]
더몽,4.2,서울특별시 용산구 이촌로75길 16-9,"(37.5206665, 126.9748189)",용산구,37.5206665,126.9748189,[]
한길포장마차,4.3,서울특별시 용산구 이촌로75길 16-9,"(37.5206665, 126.9748189)",용산구,37.5206665,126.9748189,[]
더 아래,4.1,서울특별시 용산구 이촌로84길 9-18 B1,"(37.5179524, 126.9777158)",용산구,37.5179524,126.9777158,[]
왕타이,4.3,서울특별시 용산구 이태원로 151 영화빌딩 3F,"(37.5344441, 126.990696)",용산구,37.5344441,126.990696,[33]
오리지널팬케이크하우스,4.2,서울특별시 용산구 이태원로 153 덕흥빌딩 1F,"(37.5345683, 126.9909908)",용산구,37.5345683,126.9909908,[33]
트로이카,4.3,서울특별시 용산구 이태원로 164-1 5F,"(37.5339866, 126.9923077)",용산구,37.533986600000006,126.9923077,[33]
할랄가이즈,4.1,서울특별시 용산구 이태원로 187 2F,"(37.5346698, 126.994755)",용산구,37.534669799999996,126.994755,[33]
꾸잉,4.4,서울특별시 용산구 이태원로 189,"(37.53479790000001, 126.9948879)",용산구,37.5347979,126.9948879,[33]
몽크스부처,4.5,서울특별시 용산구 이태원로 228-1 3-4F,"(37.5354032, 126.9992099)",용산구,37.5354032,126.99920990000001,[33]
교양식사,4.2,서울특별시 용산구 이태원로 238,"(37.5359248, 126.999943)",용산구,37.5359248,126.99994299999999,[33]
맥심플랜트,4.1,서울특별시 용산구 이태원로 250,"(37.5369357, 127.0009999)",용산구,37.5369357,127.00099990000001,[33]
브라이리퍼블릭,4.5,서울특별시 용산구 이태원로14길 19,"(37.533505, 126.990772)",용산구,37.533505,126.99077199999999,[33]
로즈앤크라운,4.1,서울특별시 용산구 이태원로19길 6 2-3F,"(37.5346838, 126.991968)",용산구,37.534683799999996,126.991968,[33]
야상해,4.6,서울특별시 용산구 이태원로23길 6,"(37.5347439, 126.9927739)",용산구,37.5347439,126.9927739,[33]
라플랑끄,4.2,서울특별시 용산구 이태원로26길 26,"(37.5333085, 126.9935094)",용산구,37.533308500000004,126.99350940000001,[33]
호머,4.4,서울특별시 용산구 이태원로42길 19 2F,"(37.5357515, 126.9997959)",용산구,37.5357515,126.99979590000001,[33]
라크루다,4.3,서울특별시 용산구 이태원로42길 36 2F,"(37.5361075, 127.0005504)",용산구,37.5361075,127.0005504,[33]
스테이크하우스,4.1,서울특별시 용산구 이태원로45길 7 그랜드하얏트 서울 호텔 B1,"(37.538988, 126.9958415)",용산구,37.538988,126.9958415,[33]
테판,4.3,서울특별시 용산구 이태원로45길 7 그랜드하얏트 서울 호텔 B1,"(37.538988, 126.9958415)",용산구,37.538988,126.9958415,[33]
데이로우,4.3,서울특별시 용산구 이태원로49길 14-3,"(37.5372164, 126.9995659)",용산구,37.5372164,126.9995659,[33]
치즈플로,4.6,서울특별시 용산구 이태원로49길 19,"(37.5369584, 126.9994279)",용산구,37.536958399999996,126.99942790000001,[33]
탄산바,4.5,서울특별시 용산구 이태원로49길 24-8,"(37.5372134, 126.9994279)",용산구,37.5372134,126.99942790000001,[33]
마렘마트라토리아(휴업중),4.3,서울특별시 용산구 이태원로49길 8,"(37.5371616, 127.0001211)",용산구,37.537161600000005,127.00012109999999,[33]
호프가든,4.1,서울특별시 용산구 이태원로54가길 13,"(37.5371033, 127.001749)",용산구,37.5371033,127.001749,[33]
공기,4.1,서울특별시 용산구 이태원로54길 16-7,"(37.5372828, 127.0025103)",용산구,37.5372828,127.00251029999998,[33]
라페름,4.1,서울특별시 용산구 이태원로54길 32 2F,"(37.536976, 127.0017111)",용산구,37.536976,127.00171110000001,[33]
정민,4.5,서울특별시 용산구 이태원로54길 58-18,"(37.5357803, 127.0007596)",용산구,37.5357803,127.0007596,[33]
이원일식탁,4.2,서울특별시 용산구 이태원로54길 58-5,"(37.5356737, 127.0008289)",용산구,37.535673700000004,127.00082890000002,[33]
더테이블키친,4.3,서울특별시 용산구 이태원로54길 58-7,"(37.5356306, 127.0007435)",용산구,37.535630600000005,127.0007435,[33]
라신반,4.6,서울특별시 용산구 이태원로54길 62-4,"(37.53559, 127.0008458)",용산구,37.53559,127.0008458,[33]
라샌독오스테리아,4.1,서울특별시 용산구 이태원로54길 62-9 1F,"(37.5354224, 127.0007315)",용산구,37.5354224,127.0007315,[33]
비스트로 루틴,4.4,서울특별시 용산구 이태원로54길 67,"(37.5355003, 127.0012091)",용산구,37.535500299999995,127.0012091,[33]
소와나,4.2,서울특별시 용산구 이태원로54길 68,"(37.5354443, 127.0009745)",용산구,37.535444299999995,127.00097450000001,[33]
뮤땅,4.3,서울특별시 용산구 이태원로54길 68 B1,"(37.5354443, 127.0009745)",용산구,37.535444299999995,127.00097450000001,[33]
삐삣버거,4.1,서울특별시 용산구 이태원로54길 8 1F,"(37.5377644, 127.0018261)",용산구,37.5377644,127.00182609999999,[33]
시칠리,4.6,서울특별시 용산구 이태원로55가길 13,"(37.5376288, 127.000486)",용산구,37.53762879999999,127.00048600000001,[33]
루트,4.4,서울특별시 용산구 이태원로55가길 26-4 2F,"(37.5373106, 126.999946)",용산구,37.537310600000005,126.999946,[33]
부자피자,4.3,서울특별시 용산구 이태원로55가길 28 1F,"(37.5372246, 126.9997932)",용산구,37.5372246,126.9997932,[33]
제이엘 디저트바,4.3,서울특별시 용산구 이태원로55가길 38,"(37.5368448, 126.9995222)",용산구,37.5368448,126.9995222,[33]
모수,4.3,서울특별시 용산구 이태원로55가길 45,"(37.5364434, 126.999359)",용산구,37.5364434,126.99935900000001,[33]
써머레인,4.2,서울특별시 용산구 이태원로55가길 49 1F,"(37.5363262, 126.9992497)",용산구,37.536326200000005,126.9992497,[33]
다츠,4.3,서울특별시 용산구 이태원로55나길 6 1F,"(37.5366108, 126.9991304)",용산구,37.5366108,126.9991304,[33]
휴135,4.3,서울특별시 용산구 이태원로55나길 6 1F,"(37.5366108, 126.9991304)",용산구,37.5366108,126.9991304,[33]
한남작업실,4.4,서울특별시 용산구 이태원로55나길 7,"(37.5364839, 126.9987225)",용산구,37.5364839,126.99872250000001,[33]
소꿉,4.3,서울특별시 용산구 장문로 147 나성빌딩 2F,"(37.5283068, 127.0054309)",용산구,37.528306799999996,127.00543090000001,[33]
타카,4.2,서울특별시 용산구 장문로 23 몬드리안호텔 1F,"(37.5285106, 126.9931163)",용산구,37.528510600000004,126.9931163,[33]
SMT 차이나룸,4.1,서울특별시 용산구 장문로 23 몬드리안호텔 2F,"(37.5285106, 126.9931163)",용산구,37.528510600000004,126.9931163,[33]
계인전,4.3,서울특별시 용산구 장문로 84 1F,"(37.5259352, 126.9989077)",용산구,37.5259352,126.9989077,[33]
UPP (휴업중),4.1,서울특별시 용산구 장문로49길 104,"(37.5306971, 127.0028379)",용산구,37.530697100000005,127.00283789999999,[33]
서울드래곤시티 The26,4.3,서울특별시 용산구 청파로20길 95 노보텔스위트앰배서더용산 26F,"(37.5317707, 126.9630931)",용산구,37.5317707,126.96309309999998,[51]
버거인,4.1,서울특별시 용산구 청파로43길 12,"(37.5436517, 126.9700163)",용산구,37.543651700000005,126.9700163,[50]
한입소반,4.3,서울특별시 용산구 청파로45길 3,"(37.5440624, 126.9703082)",용산구,37.5440624,126.97030819999999,[50]
사이공마켓,4.1,서울특별시 용산구 청파로47길 76,"(37.5451003, 126.9663797)",용산구,37.545100299999994,126.9663797,[50]
김용안과자점,4.2,서울특별시 용산구 한강대로 155,"(37.5331046, 126.9713075)",용산구,37.5331046,126.9713075,[51]
미와쿠,4.3,서울특별시 용산구 한강대로 276-2,"(37.5429726, 126.9728456)",용산구,37.542972600000006,126.9728456,[50]
오제제,4.6,서울특별시 용산구 한강대로 363-2 1F,"(37.5508738, 126.9718035)",용산구,37.5508738,126.9718035,[]
티하우스레몬,4.3,서울특별시 용산구 한강대로 95 래미안 용산더센트럴 B2 16-17호,"(37.5292323, 126.9669747)",용산구,37.5292323,126.9669747,[51]
스시이젠,4.2,서울특별시 용산구 한강대로 95 래미안용산 더 센트럴 B2 247호,"(37.5292323, 126.9669747)",용산구,37.5292323,126.9669747,[51]
강너머 남촌 숯불 닭갈비,4.3,서울특별시 용산구 한강대로104길 63,"(37.550293, 126.9757905)",용산구,37.550292999999996,126.9757905,[]
오근내2닭구이,4.2,서울특별시 용산구 한강대로11길 13 용일빌딩,"(37.5250674, 126.9628055)",용산구,37.5250674,126.96280549999999,[]
3F 로비,4.1,서울특별시 용산구 한강대로15길 19-19,"(37.5253065, 126.962812)",용산구,37.5253065,126.96281200000001,[]
루블랑,4.1,서울특별시 용산구 한강대로15길 23,"(37.5260828, 126.9631701)",용산구,37.5260828,126.96317009999999,[]
북천,4.6,서울특별시 용산구 한강대로38가길 7-2,"(37.529614, 126.9700702)",용산구,37.529614,126.97007020000001,[51]
르 궅,4.3,서울특별시 용산구 한강대로40가길 13,"(37.5307154, 126.9713528)",용산구,37.5307154,126.97135279999999,[51]
양인환대극진,4.4,서울특별시 용산구 한강대로40길 14 1F 104호,"(37.5301149, 126.9699637)",용산구,37.5301149,126.96996370000001,[51]
어프로치,4.2,서울특별시 용산구 한강대로40길 18-3,"(37.5299472, 126.97037)",용산구,37.5299472,126.97036999999999,"[51, 55]"
우마미,4.2,서울특별시 용산구 한강대로40길 20,"(37.5300832, 126.9703534)",용산구,37.53008320000001,126.9703534,[51]
더백테라스,4.3,서울특별시 용산구 한강대로40길 26 3F,"(37.5299962, 126.9706148)",용산구,37.52999620000001,126.9706148,[51]
포카치아델라스트라다,4.3,서울특별시 용산구 한강대로46길 11,"(37.5312582, 126.9709776)",용산구,37.5312582,126.97097759999998,[51]
꺼거,4.6,서울특별시 용산구 한강대로48길 10,"(37.5315116, 126.9711144)",용산구,37.5315116,126.9711144,[51]
물고기주택,4.3,서울특별시 용산구 한강대로48길 19,"(37.5313745, 126.9716164)",용산구,37.5313745,126.97161640000002,[51]
도야집,4.1,서울특별시 용산구 한강대로52길 27,"(37.5317635, 126.9726135)",용산구,37.531763500000004,126.9726135,[51]
카카오봄,4.3,서울특별시 용산구 한강대로62길 45-11,"(37.5327324, 126.9737882)",용산구,37.53273239999999,126.9737882,[51]
남박,4.5,서울특별시 용산구 한강대로76길 11-31,"(37.5422588, 126.9735468)",용산구,37.5422588,126.9735468,[50]
화양연가,4.4,서울특별시 용산구 한강대로76길 5,"(37.5415662, 126.9733707)",용산구,37.5415662,126.97337069999999,[50]
덕순루,4.2,서울특별시 용산구 한강대로80길 11,"(37.5426543, 126.9734429)",용산구,37.542654299999995,126.9734429,"[18, 50]"
남영돈,4.4,서울특별시 용산구 한강대로80길 17,"(37.5427103, 126.9737624)",용산구,37.542710299999996,126.97376240000001,[50]
초원,4.3,서울특별시 용산구 한강대로80길 7,"(37.5426695, 126.9733261)",용산구,37.5426695,126.9733261,[50]
오복함흥냉면,4.1,서울특별시 용산구 한강대로84길 4,"(37.5434286, 126.972854)",용산구,37.543428600000006,126.972854,[50]
유용욱바베큐연구소,4.3,서울특별시 용산구 한강대로84길 5-7 남영아케이드,"(37.5439126, 126.9727693)",용산구,37.5439126,126.9727693,[50]
울프소셜클럽,4.2,서울특별시 용산구 한남대로 158,"(37.5423967, 127.0026832)",용산구,37.5423967,127.00268319999999,[33]
디템포레,4.4,서울특별시 용산구 한남대로 37 1F,"(37.5321949, 127.0081086)",용산구,37.53219489999999,127.00810859999999,[33]
코르소,4.2,서울특별시 용산구 한남대로 91 나인원한남 고메이494 어트랙션존 B1,"(37.5350285, 127.0027418)",용산구,37.535028499999996,127.00274180000001,[33]
스시노아야,4.5,서울특별시 용산구 한남대로 91 나인원한남 고메이494 프리미엄존 B2,"(37.5350285, 127.0027418)",용산구,37.535028499999996,127.00274180000001,[33]
서울브루어리,4.4,서울특별시 용산구 한남대로18길 18 2F,"(37.5343064, 127.0083736)",용산구,37.5343064,127.0083736,[33]
산수화,4.4,서울특별시 용산구 한남대로20길 21-14,"(37.5352471, 127.0089009)",용산구,37.5352471,127.00890090000001,[33]
세스타,4.6,서울특별시 용산구 한남대로20길 21-18 1F,"(37.5350844, 127.0080929)",용산구,37.535084399999995,127.0080929,[33]
오스테리아 오르조,4.6,서울특별시 용산구 한남대로20길 47 2F,"(37.5348679, 127.009466)",용산구,37.5348679,127.00946599999999,[33]
카밀로한남,4.7,서울특별시 용산구 한남대로20길 61-5 3F,"(37.5350894, 127.0104045)",용산구,37.5350894,127.01040449999999,[33]
Keem Hannam,4.2,서울특별시 용산구 한남대로27가길 32,"(37.5380721, 127.0025168)",용산구,37.5380721,127.00251680000001,[33]
부토,4.5,서울특별시 용산구 한남대로27가길 32,"(37.5380721, 127.0025168)",용산구,37.5380721,127.00251680000001,[33]
리틀넥 한남,4.4,서울특별시 용산구 한남대로27길 66 1F,"(37.5396132, 127.0029806)",용산구,37.539613200000005,127.00298059999999,[33]
파이프그라운드,4.4,서울특별시 용산구 한남대로27길 66 B1,"(37.5396132, 127.0029806)",용산구,37.539613200000005,127.00298059999999,[33]
반창고,4.5,서울특별시 용산구 회나무로 20-1 B1,"(37.5390229, 126.9890773)",용산구,37.5390229,126.9890773,[33]
올드페리도넛,4.1,서울특별시 용산구 회나무로 34-8 2F,"(37.5393427, 126.9905519)",용산구,37.539342700000006,126.99055190000001,[33]
SAAP,4.2,서울특별시 용산구 회나무로 36,"(37.5395771, 126.9905578)",용산구,37.5395771,126.9905578,[33]
로코스 비비큐,4.1,서울특별시 용산구 회나무로 83,"(37.5409436, 126.9954877)",용산구,37.5409436,126.99548770000001,[33]
마틸다,4.1,서울특별시 용산구 회나무로13가길 40,"(37.5407977, 126.991794)",용산구,37.5407977,126.991794,[33]
캘리포니아키친앤크래프트펍,4.4,서울특별시 용산구 회나무로26길 3 라인빌 2F,"(37.539455, 126.9916695)",용산구,37.539455,126.9916695,[33]
라 쿠치나,4.1,서울특별시 용산구 회나무로44길 10,"(37.5405032, 126.9964656)",용산구,37.5405032,126.9964656,[33]
우스블랑,4.3,서울특별시 용산구 효창원로70길 4,"(37.5413772, 126.9623687)",용산구,37.54137720000001,126.96236869999998,[]
야스노야,4.3,서울특별시 용산구 후암로 8-1 1F,"(37.5466862, 126.978394)",용산구,37.5466862,126.978394,[50]
산동만두,4.2,서울특별시 용산구 후암로28길 7,"(37.5500279, 126.9777441)",용산구,37.550027899999996,126.97774409999998,[]
정거장 뒤,4.4,서울특별시 은평구 가좌로 185,"(37.5873233, 126.9203323)",은평구,37.587323299999994,126.92033229999998,[53]
히카리우동,4.1,서울특별시 은평구 가좌로 190,"(37.5878777, 126.9201726)",은평구,37.5878777,126.9201726,[53]
양대리갯벌,-,서울특별시 은평구 가좌로 218 1F,"(37.5896952, 126.9179236)",은평구,37.5896952,126.91792360000001,[53]
테이블도트,3.4,서울특별시 은평구 가좌로 244,"(37.59137, 126.9158363)",은평구,37.59137,126.9158363,[53]
한나식빵,3.6,서울특별시 은평구 가좌로7길 9,"(37.5864983, 126.9201789)",은평구,37.586498299999995,126.92017890000001,[53]
싸리골,-,서울특별시 은평구 갈현로 171,"(37.6132816, 126.9112855)",은평구,37.6132816,126.91128549999999,[]
점보화이트,-,서울특별시 은평구 갈현로29길 6,"(37.6193905, 126.9149039)",은평구,37.6193905,126.91490390000001,[52]
쿠키날,-,서울특별시 은평구 갈현로33길 16 1F,"(37.6209869, 126.9146802)",은평구,37.6209869,126.91468020000002,[52]
온도차,3.9,서울특별시 은평구 녹번로 74 1F,"(37.6070326, 126.9320492)",은평구,37.6070326,126.93204920000001,[54]
녹음커피바,-,서울특별시 은평구 녹번로6길 5-24 다원빌딩 1F,"(37.6064513, 126.9323339)",은평구,37.606451299999996,126.93233390000002,[54]
가야밀냉면해물칼국수,-,서울특별시 은평구 대서문길 36,"(37.6553816, 126.9482092)",은평구,37.6553816,126.9482092,[]
만석장,-,서울특별시 은평구 대서문길 43-10,"(37.6526089, 126.9383187)",은평구,37.6526089,126.9383187,[]
강릉장칼국수&만두,-,서울특별시 은평구 북한산로 2 금호어울림10단지 1028동 102호,"(37.6406338, 126.9173861)",은평구,37.640633799999996,126.9173861,[]
송추가마골,-,서울특별시 은평구 북한산로 276,"(37.6543289, 126.940214)",은평구,37.654328899999996,126.94021399999998,[]
허니돈,3.6,서울특별시 은평구 불광로 20 NC백화점 B1,"(37.6097084, 126.9288532)",은평구,37.609708399999995,126.9288532,[54]
명동수제돈가스,-,서울특별시 은평구 불광로 20 NC백화점불광점 9F,"(37.6097084, 126.9288532)",은평구,37.609708399999995,126.9288532,[54]
강용구족발보쌈,-,서울특별시 은평구 불광로 37-4,"(37.6114709, 126.9298462)",은평구,37.6114709,126.9298462,[54]
술집타디스,-,서울특별시 은평구 불광로 42-1,"(37.6110522, 126.9305658)",은평구,37.6110522,126.93056580000001,[54]
소야일식,-,서울특별시 은평구 불광로14길 4 더클래스 1F,"(37.6191926, 126.9330171)",은평구,37.619192600000005,126.93301709999999,[]
성너머집,3.8,서울특별시 은평구 불광로18길 13-1,"(37.622489, 126.9327627)",은평구,37.622489,126.93276270000001,[]
삼오옛날순대국,3.9,서울특별시 은평구 불광로1길 2,"(37.6102205, 126.9280757)",은평구,37.610220500000004,126.9280757,[54]
IN THE AIR,-,서울특별시 은평구 불광로2길 2 2F,"(37.6118979, 126.9319174)",은평구,37.6118979,126.93191740000002,[54]
로즈드마이,-,서울특별시 은평구 불광천길 312,"(37.5879076, 126.9138971)",은평구,37.5879076,126.91389709999999,[53]
더모먼트,-,서울특별시 은평구 불광천길 318,"(37.5881816, 126.9139135)",은평구,37.5881816,126.9139135,[53]
차이몬스터,-,서울특별시 은평구 불광천길 334,"(37.5889389, 126.9140542)",은평구,37.588938899999995,126.91405420000001,[53]
플롭,3.8,서울특별시 은평구 불광천길 338,"(37.5890681, 126.9140942)",은평구,37.589068100000006,126.91409420000001,[53]
